Column	Row	Name	ID	RefNumber	ControlType	GeneName	TopHit	Description	Go	ChromosomalLocation	EntrezGeneID
35	18	222801996_EZ030384.1_1107-1631	CUST_166_PI426266274	1429	false		gi|222801996_EZ030384.1_1107-1631	Unknown		unmapped	
36	18	Hg_125_159	CUST_244_PI426266615	1430	false		Hg_125_159	Unknown		unmapped	
37	18	E1A_r60_a20	(+)E1A_r60_a20	1431	pos	(+)E1A_r60_a20		Unknown		Unknown	
38	18	SedC(E9)_105_140	CUST_380_PI426266615	1432	false		SedC(E9)_105_140	Unknown		unmapped	
39	18	222783902_EZ012562.1_623-1376	CUST_720_PI426227498	1433	false		gi|222783902_EZ012562.1_623-1376	Unknown		unmapped	
40	18	CN774282_153_187	CUST_173_PI426266615	1434	false		CN774282_153_187	Unknown		unmapped	
41	18	222547090_EZ003003.1_19-228	CUST_185_PI426227498	1435	false		gi|222547090_EZ003003.1_19-228	Unknown		unmapped	
42	18	NA	NA	1436	ignore	NA		Unknown		Unknown	
43	18	288950269_GQ501340.1_13-372	CUST_182_PI426232940	1437	false		gi|288950269_GQ501340.1_13-372	Unknown		unmapped	
44	18	EZ029226.1	CUST_5_PI426247723	1438	false		gb|EZ029226.1|gi|222800838	Unknown		unmapped	
45	18	222782193_EZ010864.1_55-1470	CUST_34_PI426227884	1439	false		gi|222782193_EZ010864.1_55-1470	Unknown		unmapped	
46	18	160430743_EU130573.1_151-1338	CUST_138_PI426232940	1440	false		gi|160430743_EU130573.1_151-1338	Unknown		unmapped	
47	18	75858822	CUST_6_PI426266566	1441	false		gi|75858822	Unknown		unmapped	
48	18	NA	NA	1442	ignore	NA		Unknown		Unknown	
49	18	222799393_EZ027781.1_91-225	CUST_13_PI426266267	1443	false		gi|222799393_EZ027781.1_91-225	Unknown		unmapped	
50	18	AY149144.1	CUST_141_PI426232937	1444	false		gb|AY149144.1|gi|23986467	Unknown		unmapped	
51	18	222783902_EZ012562.1_1200-1376	CUST_719_PI426227498	1445	false		gi|222783902_EZ012562.1_1200-1376	Unknown		unmapped	
52	18	NA	NA	1446	ignore	NA		Unknown		Unknown	
53	18	222792000_EZ020388.1_166-462	CUST_20_PI426264527	1447	false		gi|222792000_EZ020388.1_166-462	Unknown		unmapped	
54	18	NA	NA	1448	ignore	NA		Unknown		Unknown	
55	18	222786617_EZ015089.1_1100-1585	CUST_99_PI426266424	1449	false		gi|222786617_EZ015089.1_1100-1585	Unknown		unmapped	
56	18	Ac_24_145_179	CUST_69_PI426266615	1450	false		Ac_24_145_179	Unknown		unmapped	
57	18	MGID_549_225_259	CUST_326_PI426266615	1451	false		MGID_549_225_259	Unknown		unmapped	
58	18	NA	NA	1452	ignore	NA		Unknown		Unknown	
59	18	AJ884899.1	CUST_49_PI426232937	1453	false		emb|AJ884899.1|gi|87158058	Unknown		unmapped	
60	18	31505744_AY289708.1_88-912	CUST_69_PI426232940	1454	false		gi|31505744_AY289708.1_88-912	Unknown		unmapped	
61	18	NA	NA	1455	ignore	NA		Unknown		Unknown	
62	18	31505742_AY289707.1_88-912	CUST_64_PI426232940	1456	false		gi|31505742_AY289707.1_88-912	Unknown		unmapped	
63	18	222784395_EZ013053.1_63-578	CUST_120_PI426226915	1457	false		gi|222784395_EZ013053.1_63-578	Unknown		unmapped	
64	18	205321317_AB441296.1_571-678	CUST_63_PI426246026	1458	false		gi|205321317_AB441296.1_571-678	Unknown		unmapped	
65	18	220172152_FJ529534.1_153-302	CUST_144_PI426232940	1459	false		gi|220172152_FJ529534.1_153-302	Unknown		unmapped	
66	18	NA	NA	1460	ignore	NA		Unknown		Unknown	
67	18	E1A_r60_a20	(+)E1A_r60_a20	1461	pos	(+)E1A_r60_a20		Unknown		Unknown	
68	18	AY149128.1	CUST_99_PI426232937	1462	false		gb|AY149128.1|gi|23986368	Unknown		unmapped	
69	18	AB117374_173_207	CUST_17_PI426266615	1463	false		AB117374_173_207	Unknown		unmapped	
70	18	288950309_GQ501380.1_22-468	CUST_276_PI426232940	1464	false		gi|288950309_GQ501380.1_22-468	Unknown		unmapped	
71	18	222784955_EZ013589.1_166-402	CUST_48_PI426226825	1465	false		gi|222784955_EZ013589.1_166-402	Unknown		unmapped	
72	18	DT622365_50_84	CUST_235_PI426266615	1466	false		DT622365_50_84	Unknown		unmapped	
73	18	MGID_630_113_147	CUST_338_PI426266615	1467	false		MGID_630_113_147	Unknown		unmapped	
74	18	AF245689_270_304	CUST_113_PI426266615	1468	false		AF245689_270_304	Unknown		unmapped	
75	18	222783589_EZ012252.1_74-1881	CUST_63_PI426266424	1469	false		gi|222783589_EZ012252.1_74-1881	Unknown		unmapped	
76	18	222546520_EZ002710.1_355-702	CUST_1_PI426266366	1470	false		gi|222546520_EZ002710.1_355-702	Unknown		unmapped	
77	18	222795206_EZ023594.1_271-1152	CUST_1183_PI426227498	1471	false		gi|222795206_EZ023594.1_271-1152	Unknown		unmapped	
78	18	222801406_EZ029794.1_35-448	CUST_55_PI426227890	1472	false		gi|222801406_EZ029794.1_35-448	Unknown		unmapped	
79	18	222802285_EZ030673.1_6-1667	CUST_211_PI426227893	1473	false		gi|222802285_EZ030673.1_6-1667	Unknown		unmapped	
80	18	NA	NA	1474	ignore	NA		Unknown		Unknown	
81	18	222547206_EZ003119.1_23-241	CUST_15_PI426247733	1475	false		gi|222547206_EZ003119.1_23-241	Unknown		unmapped	
82	18	DT608217_233_270	CUST_229_PI426266615	1476	false		DT608217_233_270	Unknown		unmapped	
1	19	222801063_EZ029451.1_1024-1155	CUST_1363_PI426227498	1477	false		gi|222801063_EZ029451.1_1024-1155	Unknown		unmapped	
2	19	222783114_EZ011783.1_64-434	CUST_202_PI426227486	1478	false		gi|222783114_EZ011783.1_64-434	Unknown		unmapped	
3	19	222792020_EZ020408.1_658-960	CUST_5_PI426246035	1479	false		gi|222792020_EZ020408.1_658-960	Unknown		unmapped	
4	19	222784141_EZ012799.1_177-731	CUST_133_PI426226825	1480	false		gi|222784141_EZ012799.1_177-731	Unknown		unmapped	
5	19	222546678_EZ002868.1_1138-1296	CUST_27_PI426227893	1481	false		gi|222546678_EZ002868.1_1138-1296	Unknown		unmapped	
6	19	222785819_EZ014301.1_40-1167	CUST_35_PI426266278	1482	false		gi|222785819_EZ014301.1_40-1167	Unknown		unmapped	
7	19	222791339_EZ019727.1_132-1274	CUST_1140_PI426227498	1483	false		gi|222791339_EZ019727.1_132-1274	Unknown		unmapped	
8	19	78059147_DQ206378.1_1-666	CUST_7_PI426244603	1484	false		gi|78059147_DQ206378.1_1-666	Unknown		unmapped	
9	19	DQ351254_329_363	CUST_226_PI426266615	1485	false		DQ351254_329_363	Unknown		unmapped	
10	19	222783370_EZ012035.1_55-823	CUST_671_PI426227498	1486	false		gi|222783370_EZ012035.1_55-823	Unknown		unmapped	
11	19	222780613_EZ009284.1_154-1074	CUST_10_PI426226903	1487	false		gi|222780613_EZ009284.1_154-1074	Unknown		unmapped	
12	19	4731284_AF112121.1_25-753	CUST_117_PI426246026	1488	false		gi|4731284_AF112121.1_25-753	Unknown		unmapped	
13	19	222795540_EZ023928.1_94-570	CUST_165_PI426265159	1489	false		gi|222795540_EZ023928.1_94-570	Unknown		unmapped	
14	19	222782619_EZ011290.1_69-810	CUST_75_PI426266274	1490	false		gi|222782619_EZ011290.1_69-810	Unknown		unmapped	
15	19	222783868_EZ012528.1_17-539	CUST_177_PI426264540	1491	false		gi|222783868_EZ012528.1_17-539	Unknown		unmapped	
16	19	222802488_EZ030876.1_662-814	CUST_219_PI426227893	1492	false		gi|222802488_EZ030876.1_662-814	Unknown		unmapped	
17	19	222801301_EZ029689.1_419-1269	CUST_66_PI426227896	1493	false		gi|222801301_EZ029689.1_419-1269	Unknown		unmapped	
18	19	222794710_EZ023098.1_17-1640	CUST_55_PI426244589	1494	false		gi|222794710_EZ023098.1_17-1640	Unknown		unmapped	
19	19	222780605_EZ009276.1_640-1017	CUST_42_PI426264530	1495	false		gi|222780605_EZ009276.1_640-1017	Unknown		unmapped	
20	19	222798478_EZ026866.1_14-471	CUST_463_PI426227486	1496	false		gi|222798478_EZ026866.1_14-471	Unknown		unmapped	
21	19	222795540_EZ023928.1_94-570	CUST_163_PI426265159	1497	false		gi|222795540_EZ023928.1_94-570	Unknown		unmapped	
22	19	222781507_EZ010178.1_817-927	CUST_509_PI426227498	1498	false		gi|222781507_EZ010178.1_817-927	Unknown		unmapped	
23	19	222783851_EZ012511.1_237-1538	CUST_23_PI426227495	1499	false		gi|222783851_EZ012511.1_237-1538	Unknown		unmapped	
24	19	222786988_EZ015460.1_54-350	CUST_1009_PI426227498	1500	false		gi|222786988_EZ015460.1_54-350	Unknown		unmapped	
25	19	222794835_EZ023223.1_38-562	CUST_423_PI426227486	1501	false		gi|222794835_EZ023223.1_38-562	Unknown		unmapped	
26	19	222800437_EZ028825.1_3-341	CUST_28_PI426264527	1502	false		gi|222800437_EZ028825.1_3-341	Unknown		unmapped	
27	19	NA	NA	1503	ignore	NA		Unknown		Unknown	
28	19	NA	NA	1504	ignore	NA		Unknown		Unknown	
29	19	222783589_EZ012252.1_74-427	CUST_66_PI426266424	1505	false		gi|222783589_EZ012252.1_74-427	Unknown		unmapped	
30	19	E1A_r60_a135	(+)E1A_r60_a135	1506	pos	(+)E1A_r60_a135		Unknown		Unknown	
31	19	222783472_EZ012135.1_40-435	CUST_76_PI426266271	1507	false		gi|222783472_EZ012135.1_40-435	Unknown		unmapped	
32	19	42760796_AB117374.1_154-492	CUST_27_PI426246026	1508	false		gi|42760796_AB117374.1_154-492	Unknown		unmapped	
33	19	AY149128.1	CUST_102_PI426232937	1509	false		gb|AY149128.1|gi|23986368	Unknown		unmapped	
34	19	Ac_11_135_169	CUST_29_PI426266615	1510	false		Ac_11_135_169	Unknown		unmapped	
35	19	31505740_AY289706.1_88-912	CUST_63_PI426232940	1511	false		gi|31505740_AY289706.1_88-912	Unknown		unmapped	
36	19	78059175_DQ206392.1_1-684	CUST_17_PI426244603	1512	false		gi|78059175_DQ206392.1_1-684	Unknown		unmapped	
37	19	222801296_EZ029684.1_74-1410	CUST_60_PI426227896	1513	false		gi|222801296_EZ029684.1_74-1410	Unknown		unmapped	
38	19	222790172_EZ018566.1_628-819	CUST_1105_PI426227498	1514	false		gi|222790172_EZ018566.1_628-819	Unknown		unmapped	
39	19	NA	NA	1515	ignore	NA		Unknown		Unknown	
40	19	222799912_EZ028300.1_49-1098	CUST_1330_PI426227498	1516	false		gi|222799912_EZ028300.1_49-1098	Unknown		unmapped	
41	19	FN646412.1	CUST_262_PI426232937	1517	false		emb|FN646412.1|gi|306430538	Unknown		unmapped	
42	19	222781256_EZ009927.1_624-728	CUST_422_PI426227498	1518	false		gi|222781256_EZ009927.1_624-728	Unknown		unmapped	
43	19	222782193_EZ010864.1_55-1470	CUST_35_PI426227884	1519	false		gi|222782193_EZ010864.1_55-1470	Unknown		unmapped	
44	19	222779072_EZ007743.1_277-486	CUST_38_PI426244589	1520	false		gi|222779072_EZ007743.1_277-486	Unknown		unmapped	
45	19	NA	NA	1521	ignore	NA		Unknown		Unknown	
46	19	7638018_AF229054.1_66-1001	CUST_3_PI426227881	1522	false		gi|7638018_AF229054.1_66-1001	Unknown		unmapped	
47	19	222791074_EZ019462.1_330-725	CUST_45_PI426226825	1523	false		gi|222791074_EZ019462.1_330-725	Unknown		unmapped	
48	19	222784398_EZ013056.1_103-1263	CUST_104_PI426245467	1524	false		gi|222784398_EZ013056.1_103-1263	Unknown		unmapped	
49	19	222782259_EZ010930.1_186-722	CUST_102_PI426226825	1525	false		gi|222782259_EZ010930.1_186-722	Unknown		unmapped	
50	19	NA	NA	1526	ignore	NA		Unknown		Unknown	
51	19	222550275_EZ006188.1_58-231	CUST_281_PI426227498	1527	false		gi|222550275_EZ006188.1_58-231	Unknown		unmapped	
52	19	51593129_AY646073.1_1-699	CUST_28_PI426244603	1528	false		gi|51593129_AY646073.1_1-699	Unknown		unmapped	
53	19	NA	NA	1529	ignore	NA		Unknown		Unknown	
54	19	NA	NA	1530	ignore	NA		Unknown		Unknown	
55	19	222785660_EZ014172.1_128-1081	CUST_330_PI426227486	1531	false		gi|222785660_EZ014172.1_128-1081	Unknown		unmapped	
56	19	222788032_EZ016504.1_109-741	CUST_125_PI426264540	1532	false		gi|222788032_EZ016504.1_109-741	Unknown		unmapped	
57	19	222781277_EZ009948.1_238-423	CUST_19_PI426266317	1533	false		gi|222781277_EZ009948.1_238-423	Unknown		unmapped	
58	19	NA	NA	1534	ignore	NA		Unknown		Unknown	
59	19	NA	NA	1535	ignore	NA		Unknown		Unknown	
60	19	NA	NA	1536	ignore	NA		Unknown		Unknown	
61	19	FN646420.1	CUST_297_PI426232937	1537	false		emb|FN646420.1|gi|306430554	Unknown		unmapped	
62	19	222783292_EZ011959.1_291-1142	CUST_662_PI426227498	1538	false		gi|222783292_EZ011959.1_291-1142	Unknown		unmapped	
63	19	222549092_EZ005005.1_23-250	CUST_7_PI426265162	1539	false		gi|222549092_EZ005005.1_23-250	Unknown		unmapped	
64	19	NA	NA	1540	ignore	NA		Unknown		Unknown	
65	19	222800437_EZ028825.1_499-648	CUST_33_PI426264527	1541	false		gi|222800437_EZ028825.1_499-648	Unknown		unmapped	
66	19	MGID_549_225_259	CUST_325_PI426266615	1542	false		MGID_549_225_259	Unknown		unmapped	
67	19	31505732_AY289702.1_88-915	CUST_51_PI426232940	1543	false		gi|31505732_AY289702.1_88-915	Unknown		unmapped	
68	19	EZ029226.1	CUST_12_PI426247723	1544	false		gb|EZ029226.1|gi|222800838	Unknown		unmapped	
69	19	222794733_EZ023121.1_49-975	CUST_174_PI426227893	1545	false		gi|222794733_EZ023121.1_49-975	Unknown		unmapped	
70	19	NA	NA	1546	ignore	NA		Unknown		Unknown	
71	19	222789249_EZ017681.1_298-1108	CUST_1081_PI426227498	1547	false		gi|222789249_EZ017681.1_298-1108	Unknown		unmapped	
72	19	222779782_EZ008453.1_108-494	CUST_36_PI426265159	1548	false		gi|222779782_EZ008453.1_108-494	Unknown		unmapped	
73	19	222790385_EZ018773.1_1314-2633	CUST_1107_PI426227498	1549	false		gi|222790385_EZ018773.1_1314-2633	Unknown		unmapped	
74	19	222784033_EZ012691.1_318-422	CUST_18_PI426266278	1550	false		gi|222784033_EZ012691.1_318-422	Unknown		unmapped	
75	19	168989242_DQ483003.1_38-1426	CUST_1_PI426267032	1551	false		gi|168989242_DQ483003.1_38-1426	Unknown		unmapped	
76	19	222780605_EZ009276.1_640-1017	CUST_40_PI426264530	1552	false		gi|222780605_EZ009276.1_640-1017	Unknown		unmapped	
77	19	222779076_EZ007747.1_1195-1362	CUST_341_PI426227498	1553	false		gi|222779076_EZ007747.1_1195-1362	Unknown		unmapped	
78	19	222781465_EZ010136.1_32-604	CUST_153_PI426226825	1554	false		gi|222781465_EZ010136.1_32-604	Unknown		unmapped	
79	19	DQ309550_189_223	CUST_223_PI426266615	1555	false		DQ309550_189_223	Unknown		unmapped	
80	19	222779052_EZ007723.1_24-1263	CUST_99_PI426227486	1556	false		gi|222779052_EZ007723.1_24-1263	Unknown		unmapped	
81	19	NA	NA	1557	ignore	NA		Unknown		Unknown	
82	19	Ac_11_135_169	CUST_29_PI426266615	1558	false		Ac_11_135_169	Unknown		unmapped	
1	20	222783869_EZ012529.1_2-565	CUST_145_PI426226825	1559	false		gi|222783869_EZ012529.1_2-565	Unknown		unmapped	
2	20	222782249_EZ010920.1_66-943	CUST_188_PI426226825	1560	false		gi|222782249_EZ010920.1_66-943	Unknown		unmapped	
3	20	AY836663_217_251	CUST_161_PI426266615	1561	false		AY836663_217_251	Unknown		unmapped	
4	20	124507323_EF363326.1_351-617	CUST_13_PI426227893	1562	false		gi|124507323_EF363326.1_351-617	Unknown		unmapped	
5	20	222783345_EZ012010.1_90-233	CUST_198_PI426246026	1563	false		gi|222783345_EZ012010.1_90-233	Unknown		unmapped	
6	20	222785253_EZ013887.1_8-130	CUST_57_PI426227884	1564	false		gi|222785253_EZ013887.1_8-130	Unknown		unmapped	
7	20	288950310_GQ501381.1_22-468	CUST_277_PI426232940	1565	false		gi|288950310_GQ501381.1_22-468	Unknown		unmapped	
8	20	NA	NA	1566	ignore	NA		Unknown		Unknown	
9	20	222800253_EZ028641.1_1317-1481	CUST_60_PI426266360	1567	false		gi|222800253_EZ028641.1_1317-1481	Unknown		unmapped	
10	20	16660127_AF383156.1_83-748	CUST_31_PI426244603	1568	false		gi|16660127_AF383156.1_83-748	Unknown		unmapped	
11	20	222546473_EZ002663.1_686-874	CUST_5_PI426265162	1569	false		gi|222546473_EZ002663.1_686-874	Unknown		unmapped	
12	20	NegativeControl	(-)3xSLv1	1570	neg	(-)3xSLv1		Unknown		Unknown	
13	20	222784057_EZ012715.1_32-313	CUST_4_PI426244597	1571	false		gi|222784057_EZ012715.1_32-313	Unknown		unmapped	
14	20	222787982_EZ016454.1_1-2115	CUST_10_PI426227492	1572	false		gi|222787982_EZ016454.1_1-2115	Unknown		unmapped	
15	20	222546129_EZ002319.1_1845-2030	CUST_10_PI426244589	1573	false		gi|222546129_EZ002319.1_1845-2030	Unknown		unmapped	
16	20	222787912_EZ016384.1_59-553	CUST_142_PI426266349	1574	false		gi|222787912_EZ016384.1_59-553	Unknown		unmapped	
17	20	NA	NA	1575	ignore	NA		Unknown		Unknown	
18	20	NA	NA	1576	ignore	NA		Unknown		Unknown	
19	20	NA	NA	1577	ignore	NA		Unknown		Unknown	
20	20	222795748_EZ024136.1_635-775	CUST_84_PI426226868	1578	false		gi|222795748_EZ024136.1_635-775	Unknown		unmapped	
21	20	187564250_EU498721.1_1-690	CUST_21_PI426244603	1579	false		gi|187564250_EU498721.1_1-690	Unknown		unmapped	
22	20	222784062_EZ012720.1_1178-1669	CUST_23_PI426246029	1580	false		gi|222784062_EZ012720.1_1178-1669	Unknown		unmapped	
23	20	222783379_EZ012044.1_24-509	CUST_25_PI426266363	1581	false		gi|222783379_EZ012044.1_24-509	Unknown		unmapped	
24	20	222551312_EZ007225.1_157-273	CUST_96_PI426227486	1582	false		gi|222551312_EZ007225.1_157-273	Unknown		unmapped	
25	20	222796352_EZ024740.1_15-701	CUST_80_PI426227495	1583	false		gi|222796352_EZ024740.1_15-701	Unknown		unmapped	
26	20	Ac_13_121_155	CUST_36_PI426266615	1584	false		Ac_13_121_155	Unknown		unmapped	
27	20	222549144_EZ005057.1_37-276	CUST_18_PI426265159	1585	false		gi|222549144_EZ005057.1_37-276	Unknown		unmapped	
28	20	222801776_EZ030164.1_100-866	CUST_1430_PI426227498	1586	false		gi|222801776_EZ030164.1_100-866	Unknown		unmapped	
29	20	AY149142.1	CUST_134_PI426232937	1587	false		gb|AY149142.1|gi|23986452	Unknown		unmapped	
30	20	222800876_EZ029264.1_39-1280	CUST_486_PI426227486	1588	false		gi|222800876_EZ029264.1_39-1280	Unknown		unmapped	
31	20	288950311_GQ501382.1_22-450	CUST_282_PI426232940	1589	false		gi|288950311_GQ501382.1_22-450	Unknown		unmapped	
32	20	222785786_EZ014268.1_418-675	CUST_958_PI426227498	1590	false		gi|222785786_EZ014268.1_418-675	Unknown		unmapped	
33	20	27372282_AB086878.1_8-877	CUST_7_PI426232937	1591	false		gi|27372282_AB086878.1_8-877	Unknown		unmapped	
34	20	222781749_EZ010420.1_19-1094	CUST_126_PI426227486	1592	false		gi|222781749_EZ010420.1_19-1094	Unknown		unmapped	
35	20	NA	NA	1593	ignore	NA		Unknown		Unknown	
36	20	288950306_GQ501377.1_22-459	CUST_266_PI426232940	1594	false		gi|288950306_GQ501377.1_22-459	Unknown		unmapped	
37	20	222549144_EZ005057.1_37-276	CUST_18_PI426265159	1595	false		gi|222549144_EZ005057.1_37-276	Unknown		unmapped	
38	20	222785329_EZ013963.1_8-1024	CUST_66_PI426227884	1596	false		gi|222785329_EZ013963.1_8-1024	Unknown		unmapped	
39	20	AY160084.1	CUST_199_PI426232937	1597	false		gb|AY160084.1|gi|37719555	Unknown		unmapped	
40	20	NA	NA	1598	ignore	NA		Unknown		Unknown	
41	20	222781026_EZ009697.1_19-972	CUST_98_PI426245467	1599	false		gi|222781026_EZ009697.1_19-972	Unknown		unmapped	
42	20	NA	NA	1600	ignore	NA		Unknown		Unknown	
43	20	222788984_EZ017416.1_118-282	CUST_33_PI426264540	1601	false		gi|222788984_EZ017416.1_118-282	Unknown		unmapped	
44	20	16660127_AF383156.1_83-748	CUST_33_PI426244603	1602	false		gi|16660127_AF383156.1_83-748	Unknown		unmapped	
45	20	193081165_EU717908.1_232-588	CUST_3_PI426264527	1603	false		gi|193081165_EU717908.1_232-588	Unknown		unmapped	
46	20	281331149_AB456561.1_1-1074	CUST_14_PI426232937	1604	false		gi|281331149_AB456561.1_1-1074	Unknown		unmapped	
47	20	222547983_EZ003896.1_18-173	CUST_60_PI426266349	1605	false		gi|222547983_EZ003896.1_18-173	Unknown		unmapped	
48	20	222550720_EZ006633.1_78-239	CUST_36_PI426227890	1606	false		gi|222550720_EZ006633.1_78-239	Unknown		unmapped	
49	20	NA	NA	1607	ignore	NA		Unknown		Unknown	
50	20	222783148_EZ011817.1_120-922	CUST_100_PI426245467	1608	false		gi|222783148_EZ011817.1_120-922	Unknown		unmapped	
51	20	222785020_EZ013654.1_12-1714	CUST_812_PI426227498	1609	false		gi|222785020_EZ013654.1_12-1714	Unknown		unmapped	
52	20	222783454_EZ012117.1_50-355	CUST_15_PI426226214	1610	false		gi|222783454_EZ012117.1_50-355	Unknown		unmapped	
53	20	222546138_EZ002328.1_625-1140	CUST_16_PI426226868	1611	false		gi|222546138_EZ002328.1_625-1140	Unknown		unmapped	
54	20	MGID_348_17_51	CUST_315_PI426266615	1612	false		MGID_348_17_51	Unknown		unmapped	
55	20	NA	NA	1613	ignore	NA		Unknown		Unknown	
56	20	222783902_EZ012562.1_623-1376	CUST_722_PI426227498	1614	false		gi|222783902_EZ012562.1_623-1376	Unknown		unmapped	
57	20	222548937_EZ004850.1_22-225	CUST_9_PI426266308	1615	false		gi|222548937_EZ004850.1_22-225	Unknown		unmapped	
58	20	NA	NA	1616	ignore	NA		Unknown		Unknown	
59	20	NA	NA	1617	ignore	NA		Unknown		Unknown	
60	20	NA	NA	1618	ignore	NA		Unknown		Unknown	
61	20	NA	NA	1619	ignore	NA		Unknown		Unknown	
62	20	NA	NA	1620	ignore	NA		Unknown		Unknown	
63	20	222794102_EZ022490.1_58-543	CUST_8_PI426245463	1621	false		gi|222794102_EZ022490.1_58-543	Unknown		unmapped	
64	20	222783832_EZ012492.1_66-560	CUST_104_PI426266271	1622	false		gi|222783832_EZ012492.1_66-560	Unknown		unmapped	
65	20	222544677_EZ000867.1_257-487	CUST_150_PI426264540	1623	false		gi|222544677_EZ000867.1_257-487	Unknown		unmapped	
66	20	NA	NA	1624	ignore	NA		Unknown		Unknown	
67	20	222549603_EZ005516.1_15-227	CUST_66_PI426227486	1625	false		gi|222549603_EZ005516.1_15-227	Unknown		unmapped	
68	20	NA	NA	1626	ignore	NA		Unknown		Unknown	
69	20	222783828_EZ012488.1_63-1364	CUST_71_PI426266424	1627	false		gi|222783828_EZ012488.1_63-1364	Unknown		unmapped	
70	20	NA	NA	1628	ignore	NA		Unknown		Unknown	
71	20	222783088_EZ011757.1_112-852	CUST_629_PI426227498	1629	false		gi|222783088_EZ011757.1_112-852	Unknown		unmapped	
72	20	222781550_EZ010221.1_1021-1209	CUST_6_PI426227884	1630	false		gi|222781550_EZ010221.1_1021-1209	Unknown		unmapped	
73	20	NA	NA	1631	ignore	NA		Unknown		Unknown	
74	20	87116470_AB231899.1_92-1341	CUST_1_PI426227955	1632	false		gi|87116470_AB231899.1_92-1341	Unknown		unmapped	
75	20	222785316_EZ013950.1_67-577	CUST_905_PI426227498	1633	false		gi|222785316_EZ013950.1_67-577	Unknown		unmapped	
76	20	222549513_EZ005426.1_75-254	CUST_84_PI426226915	1634	false		gi|222549513_EZ005426.1_75-254	Unknown		unmapped	
77	20	222550253_EZ006166.1_94-204	CUST_272_PI426227498	1635	false		gi|222550253_EZ006166.1_94-204	Unknown		unmapped	
78	20	NA	NA	1636	ignore	NA		Unknown		Unknown	
79	20	238557185_FJ939571.1_553-912	CUST_156_PI426232940	1637	false		gi|238557185_FJ939571.1_553-912	Unknown		unmapped	
80	20	E1A_r60_a107	(+)E1A_r60_a107	1638	pos	(+)E1A_r60_a107		Unknown		Unknown	
81	20	222545996_EZ002186.1_1001-1168	CUST_60_PI426226915	1639	false		gi|222545996_EZ002186.1_1001-1168	Unknown		unmapped	
82	20	222783413_EZ012078.1_94-459	CUST_91_PI426227893	1640	false		gi|222783413_EZ012078.1_94-459	Unknown		unmapped	
1	21	222800437_EZ028825.1_3-341	CUST_30_PI426264527	1641	false		gi|222800437_EZ028825.1_3-341	Unknown		unmapped	
2	21	222783370_EZ012035.1_186-596	CUST_663_PI426227498	1642	false		gi|222783370_EZ012035.1_186-596	Unknown		unmapped	
3	21	222782602_EZ011273.1_1689-1835	CUST_177_PI426246026	1643	false		gi|222782602_EZ011273.1_1689-1835	Unknown		unmapped	
4	21	133856047_EF133956.1_101-712	CUST_18_PI426267032	1644	false		gi|133856047_EF133956.1_101-712	Unknown		unmapped	
5	21	NA	NA	1645	ignore	NA		Unknown		Unknown	
6	21	AJ884899.1	CUST_48_PI426232937	1646	false		emb|AJ884899.1|gi|87158058	Unknown		unmapped	
7	21	MGID_902_141_175	CUST_352_PI426266615	1647	false		MGID_902_141_175	Unknown		unmapped	
8	21	222801530_EZ029918.1_930-1226	CUST_84_PI426227884	1648	false		gi|222801530_EZ029918.1_930-1226	Unknown		unmapped	
9	21	222783095_EZ011764.1_34-798	CUST_11_PI426227887	1649	false		gi|222783095_EZ011764.1_34-798	Unknown		unmapped	
10	21	NA	NA	1650	ignore	NA		Unknown		Unknown	
11	21	NA	NA	1651	ignore	NA		Unknown		Unknown	
12	21	222787982_EZ016454.1_1-2227	CUST_13_PI426227492	1652	false		gi|222787982_EZ016454.1_1-2227	Unknown		unmapped	
13	21	222790529_EZ018917.1_97-747	CUST_47_PI426266278	1653	false		gi|222790529_EZ018917.1_97-747	Unknown		unmapped	
14	21	222801388_EZ029776.1_114-1322	CUST_132_PI426226868	1654	false		gi|222801388_EZ029776.1_114-1322	Unknown		unmapped	
15	21	222786596_EZ015068.1_80-292	CUST_28_PI426265162	1655	false		gi|222786596_EZ015068.1_80-292	Unknown		unmapped	
16	21	222800795_EZ029183.1_466-1058	CUST_75_PI426246032	1656	false		gi|222800795_EZ029183.1_466-1058	Unknown		unmapped	
17	21	222789184_EZ017616.1_24-206	CUST_213_PI426246026	1657	false		gi|222789184_EZ017616.1_24-206	Unknown		unmapped	
18	21	222784189_EZ012847.1_55-246	CUST_16_PI426266366	1658	false		gi|222784189_EZ012847.1_55-246	Unknown		unmapped	
19	21	NA	NA	1659	ignore	NA		Unknown		Unknown	
20	21	78059173_DQ206391.1_1-663	CUST_6_PI426244603	1660	false		gi|78059173_DQ206391.1_1-663	Unknown		unmapped	
21	21	222785320_EZ013954.1_416-646	CUST_90_PI426266317	1661	false		gi|222785320_EZ013954.1_416-646	Unknown		unmapped	
22	21	AY149144.1	CUST_141_PI426232937	1662	false		gb|AY149144.1|gi|23986467	Unknown		unmapped	
23	21	NA	NA	1663	ignore	NA		Unknown		Unknown	
24	21	87116474_AB231901.1_58-1444	CUST_7_PI426227955	1664	false		gi|87116474_AB231901.1_58-1444	Unknown		unmapped	
25	21	222784716_EZ013354.1_1908-2018	CUST_15_PI426244597	1665	false		gi|222784716_EZ013354.1_1908-2018	Unknown		unmapped	
26	21	222544965_EZ001155.1_45-173	CUST_42_PI426226915	1666	false		gi|222544965_EZ001155.1_45-173	Unknown		unmapped	
