ProbeID	TargetID	GeneSymbol	GeneName	Accessions	Description
CUST_260_PI426227498	222550033_EZ005946.1_105-269			gi|222550033_EZ005946.1_105-269	Unknown
CUST_263_PI426227498	222550076_EZ005989.1_36-278			gi|222550076_EZ005989.1_36-278	Unknown
CUST_266_PI426227498	222550081_EZ005994.1_67-252			gi|222550081_EZ005994.1_67-252	Unknown
CUST_72_PI426227486	222550085_EZ005998.1_10-144			gi|222550085_EZ005998.1_10-144	Unknown
CUST_269_PI426227498	222550110_EZ006023.1_144-257			gi|222550110_EZ006023.1_144-257	Unknown
CUST_75_PI426227486	222550239_EZ006152.1_21-245			gi|222550239_EZ006152.1_21-245	Unknown
CUST_78_PI426227486	222550240_EZ006153.1_61-225			gi|222550240_EZ006153.1_61-225	Unknown
CUST_272_PI426227498	222550253_EZ006166.1_94-204			gi|222550253_EZ006166.1_94-204	Unknown
CUST_275_PI426227498	222550275_EZ006188.1_42-230			gi|222550275_EZ006188.1_42-230	Unknown
CUST_281_PI426227498	222550275_EZ006188.1_58-231			gi|222550275_EZ006188.1_58-231	Unknown
CUST_19_PI426227896	222550294_EZ006207.1_1-222			gi|222550294_EZ006207.1_1-222	Unknown
CUST_81_PI426227486	222550332_EZ006245.1_14-235			gi|222550332_EZ006245.1_14-235	Unknown
CUST_39_PI426227893	222550337_EZ006250.1_55-252			gi|222550337_EZ006250.1_55-252	Unknown
CUST_84_PI426227486	222550424_EZ006337.1_71-256			gi|222550424_EZ006337.1_71-256	Unknown
CUST_27_PI426266311	222550432_EZ006345.1_13-225			gi|222550432_EZ006345.1_13-225	Unknown
CUST_284_PI426227498	222550455_EZ006368.1_11-235			gi|222550455_EZ006368.1_11-235	Unknown
CUST_132_PI426264540	222550469_EZ006382.1_75-248			gi|222550469_EZ006382.1_75-248	Unknown
CUST_2_PI426266314	222550494			gi|222550494	Unknown
CUST_1_PI426266314	222550494			gi|222550494	Unknown
CUST_3_PI426266314	222550494			gi|222550494	Unknown
CUST_11_PI426265162	222550543_EZ006456.1_57-233			gi|222550543_EZ006456.1_57-233	Unknown
CUST_10_PI426265162	222550543_EZ006456.1_57-233			gi|222550543_EZ006456.1_57-233	Unknown
CUST_12_PI426265162	222550543_EZ006456.1_57-233			gi|222550543_EZ006456.1_57-233	Unknown
CUST_135_PI426264540	222550604_EZ006517.1_134-244			gi|222550604_EZ006517.1_134-244	Unknown
CUST_293_PI426227498	222550671_EZ006584.1_87-230			gi|222550671_EZ006584.1_87-230	Unknown
CUST_29_PI426244589	222550715_EZ006628.1_40-237			gi|222550715_EZ006628.1_40-237	Unknown
CUST_30_PI426244589	222550715_EZ006628.1_40-237			gi|222550715_EZ006628.1_40-237	Unknown
CUST_28_PI426244589	222550715_EZ006628.1_40-237			gi|222550715_EZ006628.1_40-237	Unknown
CUST_36_PI426227890	222550720_EZ006633.1_78-239			gi|222550720_EZ006633.1_78-239	Unknown
CUST_22_PI426264527	222550773_EZ006686.1_27-263			gi|222550773_EZ006686.1_27-263	Unknown
CUST_24_PI426264527	222550773_EZ006686.1_27-263			gi|222550773_EZ006686.1_27-263	Unknown
CUST_23_PI426264527	222550773_EZ006686.1_27-263			gi|222550773_EZ006686.1_27-263	Unknown
CUST_6_PI426227495	222550774_EZ006687.1_45-272			gi|222550774_EZ006687.1_45-272	Unknown
CUST_108_PI426226825	222550778_EZ006691.1_38-229			gi|222550778_EZ006691.1_38-229	Unknown
CUST_54_PI426226978	222550798_EZ006711.1_63-206			gi|222550798_EZ006711.1_63-206	Unknown
CUST_72_PI426266349	222550810_EZ006723.1_5-202			gi|222550810_EZ006723.1_5-202	Unknown
CUST_87_PI426227486	222550847_EZ006760.1_4-243			gi|222550847_EZ006760.1_4-243	Unknown
CUST_10_PI426247730	222550887_EZ006800.1_4-195			gi|222550887_EZ006800.1_4-195	Unknown
CUST_12_PI426247730	222550887_EZ006800.1_4-195			gi|222550887_EZ006800.1_4-195	Unknown
CUST_11_PI426247730	222550887_EZ006800.1_4-195			gi|222550887_EZ006800.1_4-195	Unknown
CUST_18_PI426226978	222550908_EZ006821.1_19-132			gi|222550908_EZ006821.1_19-132	Unknown
CUST_144_PI426226868	222550918_EZ006831.1_16-246			gi|222550918_EZ006831.1_16-246	Unknown
CUST_90_PI426227486	222550922_EZ006835.1_46-249			gi|222550922_EZ006835.1_46-249	Unknown
CUST_15_PI426246032	222550977_EZ006890.1_139-240			gi|222550977_EZ006890.1_139-240	Unknown
CUST_39_PI426266271	222550980_EZ006893.1_84-212			gi|222550980_EZ006893.1_84-212	Unknown
CUST_3_PI426266317	222550995_EZ006908.1_75-230			gi|222550995_EZ006908.1_75-230	Unknown
CUST_42_PI426266271	222551112_EZ007025.1_3-236			gi|222551112_EZ007025.1_3-236	Unknown
CUST_299_PI426227498	222551138_EZ007051.1_59-175			gi|222551138_EZ007051.1_59-175	Unknown
CUST_2_PI426247727	222551156_EZ007069.1_25-249			gi|222551156_EZ007069.1_25-249	Unknown
CUST_3_PI426247727	222551156_EZ007069.1_25-249			gi|222551156_EZ007069.1_25-249	Unknown
CUST_1_PI426247727	222551156_EZ007069.1_25-249			gi|222551156_EZ007069.1_25-249	Unknown
CUST_302_PI426227498	222551184_EZ007097.1_131-253			gi|222551184_EZ007097.1_131-253	Unknown
CUST_93_PI426226825	222551226_EZ007139.1_83-244			gi|222551226_EZ007139.1_83-244	Unknown
CUST_305_PI426227498	222551263_EZ007176.1_28-288			gi|222551263_EZ007176.1_28-288	Unknown
CUST_93_PI426227486	222551300_EZ007213.1_107-214			gi|222551300_EZ007213.1_107-214	Unknown
CUST_96_PI426227486	222551312_EZ007225.1_157-273			gi|222551312_EZ007225.1_157-273	Unknown
CUST_30_PI426265159	222551367_EZ007280.1_37-249			gi|222551367_EZ007280.1_37-249	Unknown
CUST_87_PI426226915	222551404_EZ007317.1_27-164			gi|222551404_EZ007317.1_27-164	Unknown
CUST_308_PI426227498	222551406_EZ007319.1_25-204			gi|222551406_EZ007319.1_25-204	Unknown
CUST_311_PI426227498	222551412_EZ007325.1_129-242			gi|222551412_EZ007325.1_129-242	Unknown
CUST_3_PI426246029	222551517_EZ007430.1_55-258			gi|222551517_EZ007430.1_55-258	Unknown
CUST_1_PI426246029	222551517_EZ007430.1_55-258			gi|222551517_EZ007430.1_55-258	Unknown
CUST_2_PI426246029	222551517_EZ007430.1_55-258			gi|222551517_EZ007430.1_55-258	Unknown
CUST_171_PI426226825	222551519_EZ007432.1_33-185			gi|222551519_EZ007432.1_33-185	Unknown
CUST_314_PI426227498	222778866_EZ007537.1_12-119			gi|222778866_EZ007537.1_12-119	Unknown
CUST_317_PI426227498	222778866_EZ007537.1_12-204			gi|222778866_EZ007537.1_12-204	Unknown
CUST_316_PI426227498	222778866_EZ007537.1_12-204			gi|222778866_EZ007537.1_12-204	Unknown
CUST_315_PI426227498	222778866_EZ007537.1_12-204			gi|222778866_EZ007537.1_12-204	Unknown
CUST_323_PI426227498	222778915_EZ007586.1_165-305			gi|222778915_EZ007586.1_165-305	Unknown
CUST_326_PI426227498	222778915_EZ007586.1_62-316			gi|222778915_EZ007586.1_62-316	Unknown
CUST_329_PI426227498	222778926_EZ007597.1_1-1215			gi|222778926_EZ007597.1_1-1215	Unknown
CUST_328_PI426227498	222778926_EZ007597.1_1-1215			gi|222778926_EZ007597.1_1-1215	Unknown
CUST_327_PI426227498	222778926_EZ007597.1_1-1215			gi|222778926_EZ007597.1_1-1215	Unknown
CUST_332_PI426227498	222778926_EZ007597.1_320-430			gi|222778926_EZ007597.1_320-430	Unknown
CUST_335_PI426227498	222778926_EZ007597.1_794-1030			gi|222778926_EZ007597.1_794-1030	Unknown
CUST_338_PI426227498	222778932_EZ007603.1_87-188			gi|222778932_EZ007603.1_87-188	Unknown
CUST_99_PI426227486	222779052_EZ007723.1_24-1263			gi|222779052_EZ007723.1_24-1263	Unknown
CUST_98_PI426227486	222779052_EZ007723.1_24-1263			gi|222779052_EZ007723.1_24-1263	Unknown
CUST_97_PI426227486	222779052_EZ007723.1_24-1263			gi|222779052_EZ007723.1_24-1263	Unknown
CUST_32_PI426244589	222779072_EZ007743.1_1051-1239			gi|222779072_EZ007743.1_1051-1239	Unknown
CUST_33_PI426244589	222779072_EZ007743.1_1051-1239			gi|222779072_EZ007743.1_1051-1239	Unknown
CUST_31_PI426244589	222779072_EZ007743.1_1051-1239			gi|222779072_EZ007743.1_1051-1239	Unknown
CUST_52_PI426244589	222779072_EZ007743.1_277-1239			gi|222779072_EZ007743.1_277-1239	Unknown
CUST_54_PI426244589	222779072_EZ007743.1_277-1239			gi|222779072_EZ007743.1_277-1239	Unknown
CUST_53_PI426244589	222779072_EZ007743.1_277-1239			gi|222779072_EZ007743.1_277-1239	Unknown
CUST_38_PI426244589	222779072_EZ007743.1_277-486			gi|222779072_EZ007743.1_277-486	Unknown
CUST_39_PI426244589	222779072_EZ007743.1_277-486			gi|222779072_EZ007743.1_277-486	Unknown
CUST_37_PI426244589	222779072_EZ007743.1_277-486			gi|222779072_EZ007743.1_277-486	Unknown
CUST_36_PI426244589	222779072_EZ007743.1_534-677			gi|222779072_EZ007743.1_534-677	Unknown
CUST_34_PI426244589	222779072_EZ007743.1_534-677			gi|222779072_EZ007743.1_534-677	Unknown
CUST_35_PI426244589	222779072_EZ007743.1_534-677			gi|222779072_EZ007743.1_534-677	Unknown
CUST_341_PI426227498	222779076_EZ007747.1_1195-1362			gi|222779076_EZ007747.1_1195-1362	Unknown
CUST_344_PI426227498	222779076_EZ007747.1_1265-1498			gi|222779076_EZ007747.1_1265-1498	Unknown
CUST_347_PI426227498	222779076_EZ007747.1_164-1129			gi|222779076_EZ007747.1_164-1129	Unknown
CUST_345_PI426227498	222779076_EZ007747.1_164-1129			gi|222779076_EZ007747.1_164-1129	Unknown
CUST_350_PI426227498	222779076_EZ007747.1_315-497			gi|222779076_EZ007747.1_315-497	Unknown
CUST_353_PI426227498	222779076_EZ007747.1_43-1498			gi|222779076_EZ007747.1_43-1498	Unknown
CUST_351_PI426227498	222779076_EZ007747.1_43-1498			gi|222779076_EZ007747.1_43-1498	Unknown
CUST_352_PI426227498	222779076_EZ007747.1_43-1498			gi|222779076_EZ007747.1_43-1498	Unknown
CUST_359_PI426227498	222779076_EZ007747.1_597-755			gi|222779076_EZ007747.1_597-755	Unknown
CUST_362_PI426227498	222779076_EZ007747.1_873-1007			gi|222779076_EZ007747.1_873-1007	Unknown
CUST_6_PI426226903	222779254_EZ007925.1_151-315			gi|222779254_EZ007925.1_151-315	Unknown
CUST_9_PI426226903	222779254_EZ007925.1_665-784			gi|222779254_EZ007925.1_665-784	Unknown
CUST_31_PI426266424	222779270_EZ007941.1_68-409			gi|222779270_EZ007941.1_68-409	Unknown
CUST_33_PI426266424	222779270_EZ007941.1_68-409			gi|222779270_EZ007941.1_68-409	Unknown
CUST_11_PI426266267	222779332_EZ008003.1_126-656			gi|222779332_EZ008003.1_126-656	Unknown
CUST_12_PI426266267	222779332_EZ008003.1_126-656			gi|222779332_EZ008003.1_126-656	Unknown
CUST_10_PI426266267	222779332_EZ008003.1_126-656			gi|222779332_EZ008003.1_126-656	Unknown
CUST_31_PI426265159	222779360_EZ008031.1_115-996			gi|222779360_EZ008031.1_115-996	Unknown
CUST_33_PI426265159	222779360_EZ008031.1_115-996			gi|222779360_EZ008031.1_115-996	Unknown
CUST_32_PI426265159	222779360_EZ008031.1_115-996			gi|222779360_EZ008031.1_115-996	Unknown
CUST_365_PI426227498	222779389_EZ008060.1_62-223			gi|222779389_EZ008060.1_62-223	Unknown
CUST_12_PI426266360	222779421_EZ008092.1_164-547			gi|222779421_EZ008092.1_164-547	Unknown
CUST_10_PI426266360	222779421_EZ008092.1_164-547			gi|222779421_EZ008092.1_164-547	Unknown
CUST_117_PI426226825	222779472_EZ008143.1_101-217			gi|222779472_EZ008143.1_101-217	Unknown
CUST_184_PI426226825	222779472_EZ008143.1_101-819			gi|222779472_EZ008143.1_101-819	Unknown
CUST_185_PI426226825	222779472_EZ008143.1_101-819			gi|222779472_EZ008143.1_101-819	Unknown
CUST_120_PI426226825	222779472_EZ008143.1_400-543			gi|222779472_EZ008143.1_400-543	Unknown
CUST_114_PI426226825	222779472_EZ008143.1_673-819			gi|222779472_EZ008143.1_673-819	Unknown
CUST_74_PI426226825	222779516_EZ008187.1_5-388			gi|222779516_EZ008187.1_5-388	Unknown
CUST_75_PI426226825	222779516_EZ008187.1_5-388			gi|222779516_EZ008187.1_5-388	Unknown
CUST_4_PI426266363	222779537_EZ008208.1_10-999			gi|222779537_EZ008208.1_10-999	Unknown
CUST_5_PI426266363	222779537_EZ008208.1_10-999			gi|222779537_EZ008208.1_10-999	Unknown
CUST_6_PI426266363	222779537_EZ008208.1_10-999			gi|222779537_EZ008208.1_10-999	Unknown
CUST_7_PI426266363	222779537_EZ008208.1_284-424			gi|222779537_EZ008208.1_284-424	Unknown
CUST_8_PI426266363	222779537_EZ008208.1_284-424			gi|222779537_EZ008208.1_284-424	Unknown
CUST_9_PI426266363	222779537_EZ008208.1_284-424			gi|222779537_EZ008208.1_284-424	Unknown
CUST_10_PI426266363	222779537_EZ008208.1_446-562			gi|222779537_EZ008208.1_446-562	Unknown
CUST_12_PI426266363	222779537_EZ008208.1_446-562			gi|222779537_EZ008208.1_446-562	Unknown
CUST_11_PI426266363	222779537_EZ008208.1_446-562			gi|222779537_EZ008208.1_446-562	Unknown
CUST_14_PI426266363	222779537_EZ008208.1_671-997			gi|222779537_EZ008208.1_671-997	Unknown
CUST_13_PI426266363	222779537_EZ008208.1_671-997			gi|222779537_EZ008208.1_671-997	Unknown
CUST_15_PI426266363	222779537_EZ008208.1_671-997			gi|222779537_EZ008208.1_671-997	Unknown
CUST_42_PI426227893	222779588_EZ008259.1_73-243			gi|222779588_EZ008259.1_73-243	Unknown
CUST_368_PI426227498	222779661_EZ008332.1_1070-1186			gi|222779661_EZ008332.1_1070-1186	Unknown
CUST_371_PI426227498	222779661_EZ008332.1_203-379			gi|222779661_EZ008332.1_203-379	Unknown
CUST_373_PI426227498	222779661_EZ008332.1_76-1098			gi|222779661_EZ008332.1_76-1098	Unknown
CUST_374_PI426227498	222779661_EZ008332.1_76-1098			gi|222779661_EZ008332.1_76-1098	Unknown
CUST_372_PI426227498	222779661_EZ008332.1_76-1098			gi|222779661_EZ008332.1_76-1098	Unknown
CUST_377_PI426227498	222779661_EZ008332.1_76-1186			gi|222779661_EZ008332.1_76-1186	Unknown
CUST_376_PI426227498	222779661_EZ008332.1_76-1186			gi|222779661_EZ008332.1_76-1186	Unknown
CUST_375_PI426227498	222779661_EZ008332.1_76-1186			gi|222779661_EZ008332.1_76-1186	Unknown
CUST_380_PI426227498	222779661_EZ008332.1_920-1054			gi|222779661_EZ008332.1_920-1054	Unknown
CUST_183_PI426226825	222779736_EZ008407.1_60-227			gi|222779736_EZ008407.1_60-227	Unknown
CUST_36_PI426265159	222779782_EZ008453.1_108-494			gi|222779782_EZ008453.1_108-494	Unknown
CUST_34_PI426265159	222779782_EZ008453.1_108-494			gi|222779782_EZ008453.1_108-494	Unknown
CUST_101_PI426227486	222779818_EZ008489.1_24-856			gi|222779818_EZ008489.1_24-856	Unknown
CUST_100_PI426227486	222779818_EZ008489.1_24-856			gi|222779818_EZ008489.1_24-856	Unknown
CUST_102_PI426227486	222779818_EZ008489.1_24-856			gi|222779818_EZ008489.1_24-856	Unknown
CUST_105_PI426227486	222779869_EZ008540.1_96-200			gi|222779869_EZ008540.1_96-200	Unknown
CUST_383_PI426227498	222780092_EZ008763.1_19-669			gi|222780092_EZ008763.1_19-669	Unknown
CUST_381_PI426227498	222780092_EZ008763.1_19-669			gi|222780092_EZ008763.1_19-669	Unknown
CUST_386_PI426227498	222780092_EZ008763.1_410-517			gi|222780092_EZ008763.1_410-517	Unknown
CUST_44_PI426227893	222780128_EZ008799.1_341-1054			gi|222780128_EZ008799.1_341-1054	Unknown
CUST_45_PI426227893	222780128_EZ008799.1_341-1054			gi|222780128_EZ008799.1_341-1054	Unknown
CUST_43_PI426227893	222780128_EZ008799.1_341-1054			gi|222780128_EZ008799.1_341-1054	Unknown
CUST_48_PI426227893	222780128_EZ008799.1_93-260			gi|222780128_EZ008799.1_93-260	Unknown
CUST_13_PI426265162	222780432_EZ009103.1_663-782			gi|222780432_EZ009103.1_663-782	Unknown
CUST_14_PI426265162	222780432_EZ009103.1_663-782			gi|222780432_EZ009103.1_663-782	Unknown
CUST_15_PI426265162	222780432_EZ009103.1_663-782			gi|222780432_EZ009103.1_663-782	Unknown
CUST_106_PI426227486	222780512_EZ009183.1_233-682			gi|222780512_EZ009183.1_233-682	Unknown
CUST_108_PI426227486	222780512_EZ009183.1_233-682			gi|222780512_EZ009183.1_233-682	Unknown
CUST_36_PI426264530	222780605_EZ009276.1_240-416			gi|222780605_EZ009276.1_240-416	Unknown
CUST_34_PI426264530	222780605_EZ009276.1_240-416			gi|222780605_EZ009276.1_240-416	Unknown
CUST_35_PI426264530	222780605_EZ009276.1_240-416			gi|222780605_EZ009276.1_240-416	Unknown
CUST_51_PI426264530	222780605_EZ009276.1_50-1017			gi|222780605_EZ009276.1_50-1017	Unknown
CUST_49_PI426264530	222780605_EZ009276.1_50-1017			gi|222780605_EZ009276.1_50-1017	Unknown
CUST_50_PI426264530	222780605_EZ009276.1_50-1017			gi|222780605_EZ009276.1_50-1017	Unknown
CUST_39_PI426264530	222780605_EZ009276.1_50-178			gi|222780605_EZ009276.1_50-178	Unknown
CUST_37_PI426264530	222780605_EZ009276.1_50-178			gi|222780605_EZ009276.1_50-178	Unknown
CUST_38_PI426264530	222780605_EZ009276.1_50-178			gi|222780605_EZ009276.1_50-178	Unknown
CUST_42_PI426264530	222780605_EZ009276.1_640-1017			gi|222780605_EZ009276.1_640-1017	Unknown
CUST_40_PI426264530	222780605_EZ009276.1_640-1017			gi|222780605_EZ009276.1_640-1017	Unknown
CUST_41_PI426264530	222780605_EZ009276.1_640-1017			gi|222780605_EZ009276.1_640-1017	Unknown
CUST_70_PI426226825	222780613_EZ009284.1_154-1074			gi|222780613_EZ009284.1_154-1074	Unknown
CUST_72_PI426226825	222780613_EZ009284.1_154-1074			gi|222780613_EZ009284.1_154-1074	Unknown
CUST_12_PI426226903	222780613_EZ009284.1_154-1074			gi|222780613_EZ009284.1_154-1074	Unknown
CUST_71_PI426226825	222780613_EZ009284.1_154-1074			gi|222780613_EZ009284.1_154-1074	Unknown
CUST_11_PI426226903	222780613_EZ009284.1_154-1074			gi|222780613_EZ009284.1_154-1074	Unknown
CUST_10_PI426226903	222780613_EZ009284.1_154-1074			gi|222780613_EZ009284.1_154-1074	Unknown
CUST_6_PI426266317	222780620_EZ009291.1_291-398			gi|222780620_EZ009291.1_291-398	Unknown
CUST_9_PI426266317	222780620_EZ009291.1_295-426			gi|222780620_EZ009291.1_295-426	Unknown
CUST_12_PI426266317	222780620_EZ009291.1_56-364			gi|222780620_EZ009291.1_56-364	Unknown
CUST_10_PI426266317	222780620_EZ009291.1_56-364			gi|222780620_EZ009291.1_56-364	Unknown
CUST_15_PI426266317	222780620_EZ009291.1_56-426			gi|222780620_EZ009291.1_56-426	Unknown
CUST_13_PI426266317	222780620_EZ009291.1_56-426			gi|222780620_EZ009291.1_56-426	Unknown
CUST_84_PI426226825	222780698_EZ009369.1_54-548			gi|222780698_EZ009369.1_54-548	Unknown
CUST_82_PI426226825	222780698_EZ009369.1_54-548			gi|222780698_EZ009369.1_54-548	Unknown
CUST_389_PI426227498	222780720_EZ009391.1_1075-1182			gi|222780720_EZ009391.1_1075-1182	Unknown
CUST_392_PI426227498	222780720_EZ009391.1_1426-1650			gi|222780720_EZ009391.1_1426-1650	Unknown
CUST_393_PI426227498	222780720_EZ009391.1_154-1650			gi|222780720_EZ009391.1_154-1650	Unknown
CUST_394_PI426227498	222780720_EZ009391.1_154-1650			gi|222780720_EZ009391.1_154-1650	Unknown
CUST_395_PI426227498	222780720_EZ009391.1_154-1650			gi|222780720_EZ009391.1_154-1650	Unknown
CUST_398_PI426227498	222780720_EZ009391.1_154-588			gi|222780720_EZ009391.1_154-588	Unknown
CUST_396_PI426227498	222780720_EZ009391.1_154-588			gi|222780720_EZ009391.1_154-588	Unknown
CUST_401_PI426227498	222780720_EZ009391.1_206-481			gi|222780720_EZ009391.1_206-481	Unknown
CUST_402_PI426227498	222780720_EZ009391.1_825-1619			gi|222780720_EZ009391.1_825-1619	Unknown
CUST_404_PI426227498	222780720_EZ009391.1_825-1619			gi|222780720_EZ009391.1_825-1619	Unknown
CUST_407_PI426227498	222780720_EZ009391.1_842-1045			gi|222780720_EZ009391.1_842-1045	Unknown
CUST_90_PI426226915	222780726_EZ009397.1_77-391			gi|222780726_EZ009397.1_77-391	Unknown
CUST_51_PI426227893	222780930_EZ009601.1_82-366			gi|222780930_EZ009601.1_82-366	Unknown
CUST_109_PI426227486	222780958_EZ009629.1_52-1314			gi|222780958_EZ009629.1_52-1314	Unknown
CUST_110_PI426227486	222780958_EZ009629.1_52-1314			gi|222780958_EZ009629.1_52-1314	Unknown
CUST_111_PI426227486	222780958_EZ009629.1_52-1314			gi|222780958_EZ009629.1_52-1314	Unknown
CUST_63_PI426245467	222781026_EZ009697.1_19-144			gi|222781026_EZ009697.1_19-144	Unknown
CUST_99_PI426245467	222781026_EZ009697.1_19-972			gi|222781026_EZ009697.1_19-972	Unknown
CUST_98_PI426245467	222781026_EZ009697.1_19-972			gi|222781026_EZ009697.1_19-972	Unknown
CUST_97_PI426245467	222781026_EZ009697.1_19-972			gi|222781026_EZ009697.1_19-972	Unknown
CUST_60_PI426245467	222781026_EZ009697.1_444-659			gi|222781026_EZ009697.1_444-659	Unknown
CUST_57_PI426245467	222781026_EZ009697.1_640-972			gi|222781026_EZ009697.1_640-972	Unknown
CUST_61_PI426226825	222781205_EZ009876.1_82-1026			gi|222781205_EZ009876.1_82-1026	Unknown
CUST_63_PI426226825	222781205_EZ009876.1_82-1026			gi|222781205_EZ009876.1_82-1026	Unknown
CUST_62_PI426226825	222781205_EZ009876.1_82-1026			gi|222781205_EZ009876.1_82-1026	Unknown
CUST_113_PI426227486	222781213_EZ009884.1_221-996			gi|222781213_EZ009884.1_221-996	Unknown
CUST_114_PI426227486	222781213_EZ009884.1_221-996			gi|222781213_EZ009884.1_221-996	Unknown
CUST_112_PI426227486	222781213_EZ009884.1_221-996			gi|222781213_EZ009884.1_221-996	Unknown
CUST_93_PI426226915	222781247_EZ009918.1_77-199			gi|222781247_EZ009918.1_77-199	Unknown
CUST_410_PI426227498	222781256_EZ009927.1_1274-1405			gi|222781256_EZ009927.1_1274-1405	Unknown
CUST_413_PI426227498	222781256_EZ009927.1_137-349			gi|222781256_EZ009927.1_137-349	Unknown
CUST_415_PI426227498	222781256_EZ009927.1_22-1405			gi|222781256_EZ009927.1_22-1405	Unknown
CUST_414_PI426227498	222781256_EZ009927.1_22-1405			gi|222781256_EZ009927.1_22-1405	Unknown
CUST_416_PI426227498	222781256_EZ009927.1_22-1405			gi|222781256_EZ009927.1_22-1405	Unknown
CUST_419_PI426227498	222781256_EZ009927.1_22-171			gi|222781256_EZ009927.1_22-171	Unknown
CUST_422_PI426227498	222781256_EZ009927.1_624-728			gi|222781256_EZ009927.1_624-728	Unknown
CUST_425_PI426227498	222781256_EZ009927.1_707-841			gi|222781256_EZ009927.1_707-841	Unknown
CUST_428_PI426227498	222781256_EZ009927.1_861-1091			gi|222781256_EZ009927.1_861-1091	Unknown
CUST_39_PI426227890	222781261_EZ009932.1_36-332			gi|222781261_EZ009932.1_36-332	Unknown
CUST_4_PI426266278	222781269_EZ009940.1_1-720			gi|222781269_EZ009940.1_1-720	Unknown
CUST_6_PI426266278	222781269_EZ009940.1_1-720			gi|222781269_EZ009940.1_1-720	Unknown
CUST_39_PI426265159	222781274_EZ009945.1_208-441			gi|222781274_EZ009945.1_208-441	Unknown
CUST_41_PI426265159	222781274_EZ009945.1_554-1369			gi|222781274_EZ009945.1_554-1369	Unknown
CUST_40_PI426265159	222781274_EZ009945.1_554-1369			gi|222781274_EZ009945.1_554-1369	Unknown
CUST_42_PI426265159	222781274_EZ009945.1_554-1369			gi|222781274_EZ009945.1_554-1369	Unknown
CUST_18_PI426266317	222781277_EZ009948.1_106-222			gi|222781277_EZ009948.1_106-222	Unknown
CUST_21_PI426266317	222781277_EZ009948.1_238-423			gi|222781277_EZ009948.1_238-423	Unknown
CUST_19_PI426266317	222781277_EZ009948.1_238-423			gi|222781277_EZ009948.1_238-423	Unknown
CUST_24_PI426266317	222781277_EZ009948.1_333-1052			gi|222781277_EZ009948.1_333-1052	Unknown
CUST_23_PI426266317	222781277_EZ009948.1_333-1052			gi|222781277_EZ009948.1_333-1052	Unknown
CUST_22_PI426266317	222781277_EZ009948.1_333-1052			gi|222781277_EZ009948.1_333-1052	Unknown
CUST_27_PI426266317	222781277_EZ009948.1_41-1257			gi|222781277_EZ009948.1_41-1257	Unknown
CUST_30_PI426266317	222781277_EZ009948.1_41-241			gi|222781277_EZ009948.1_41-241	Unknown
CUST_33_PI426266317	222781277_EZ009948.1_877-1257			gi|222781277_EZ009948.1_877-1257	Unknown
CUST_45_PI426266271	222781334_EZ010005.1_41-442			gi|222781334_EZ010005.1_41-442	Unknown
CUST_36_PI426266424	222781356_EZ010027.1_11-118			gi|222781356_EZ010027.1_11-118	Unknown
CUST_39_PI426266424	222781356_EZ010027.1_11-581			gi|222781356_EZ010027.1_11-581	Unknown
CUST_37_PI426266424	222781356_EZ010027.1_11-581			gi|222781356_EZ010027.1_11-581	Unknown
CUST_40_PI426266424	222781356_EZ010027.1_57-581			gi|222781356_EZ010027.1_57-581	Unknown
CUST_42_PI426266424	222781356_EZ010027.1_57-581			gi|222781356_EZ010027.1_57-581	Unknown
CUST_431_PI426227498	222781359_EZ010030.1_1467-1577			gi|222781359_EZ010030.1_1467-1577	Unknown
CUST_434_PI426227498	222781359_EZ010030.1_18-1577			gi|222781359_EZ010030.1_18-1577	Unknown
CUST_432_PI426227498	222781359_EZ010030.1_18-1577			gi|222781359_EZ010030.1_18-1577	Unknown
CUST_433_PI426227498	222781359_EZ010030.1_18-1577			gi|222781359_EZ010030.1_18-1577	Unknown
CUST_435_PI426227498	222781359_EZ010030.1_18-533			gi|222781359_EZ010030.1_18-533	Unknown
CUST_437_PI426227498	222781359_EZ010030.1_18-533			gi|222781359_EZ010030.1_18-533	Unknown
CUST_440_PI426227498	222781359_EZ010030.1_538-738			gi|222781359_EZ010030.1_538-738	Unknown
CUST_443_PI426227498	222781404_EZ010075.1_1454-1783			gi|222781404_EZ010075.1_1454-1783	Unknown
CUST_446_PI426227498	222781404_EZ010075.1_204-1457			gi|222781404_EZ010075.1_204-1457	Unknown
CUST_444_PI426227498	222781404_EZ010075.1_204-1457			gi|222781404_EZ010075.1_204-1457	Unknown
CUST_447_PI426227498	222781404_EZ010075.1_64-1783			gi|222781404_EZ010075.1_64-1783	Unknown
CUST_449_PI426227498	222781404_EZ010075.1_64-1783			gi|222781404_EZ010075.1_64-1783	Unknown
CUST_448_PI426227498	222781404_EZ010075.1_64-1783			gi|222781404_EZ010075.1_64-1783	Unknown
CUST_452_PI426227498	222781404_EZ010075.1_64-270			gi|222781404_EZ010075.1_64-270	Unknown
CUST_455_PI426227498	222781404_EZ010075.1_86-211			gi|222781404_EZ010075.1_86-211	Unknown
CUST_457_PI426227498	222781404_EZ010075.1_901-1095			gi|222781404_EZ010075.1_901-1095	Unknown
CUST_458_PI426227498	222781404_EZ010075.1_901-1095			gi|222781404_EZ010075.1_901-1095	Unknown
CUST_36_PI426266317	222781411_EZ010082.1_373-495			gi|222781411_EZ010082.1_373-495	Unknown
