ProbeID	PrimaryAccession	RefSeqAccession	GenbankAccession	UniGeneID	EntrezGeneID	GeneSymbol	GeneName	EnsemblID	TIGRID	GO	Description	GenomicCoordinates	Cytoband
CUST_129_PI426246026	156571757_EU074223.1_116-340												
CUST_513_PI426227498	222781507_EZ010178.1_94-558												
CUST_1130_PI426227498	222791089_EZ019477.1_30-581												
CUST_90_PI426227495	222799979_EZ028367.1_21-527												
CUST_120_PI426227893	222784675_EZ013315.1_1411-1521												
CUST_1204_PI426227498	222795756_EZ024144.1_120-752												
CUST_1_PI426266566	75858820												
CUST_135_PI426227486	222781968_EZ010639.1_462-656												
CUST_57_PI426264540	222782676_EZ011347.1_704-970												
CUST_12_PI426227495	222782417_EZ011088.1_96-305												
CUST_396_PI426266615	PU_cope(17A)_F												
CUST_148_PI426266615	AY360081_1055_1089												
CUST_21_PI426264530	222549749_EZ005662.1_116-244												
CUST_123_PI426266349	222785618_EZ014130.1_282-899												
CUST_168_PI426226825	222784615_EZ013259.1_977-1168												
CUST_40_PI426266615	Ac_15_129_163												
CUST_45_PI426227498	222545032_EZ001222.1_377-481												
CUST_103_PI426266424	222786617_EZ015089.1_80-1585												
CUST_71_PI426226825	222780613_EZ009284.1_154-1074												
CUST_241_PI426246026	222803194_EZ031582.1_20-541												
CUST_39_PI426247733	222791528_EZ019916.1_14-949												
CUST_33_PI426227890	222549601_EZ005514.1_3-230												
CUST_206_PI426227498	222548087_EZ004000.1_89-211												
CUST_1153_PI426227498	222791541_EZ019929.1_44-478												
CUST_14_PI426227498	222544707_EZ000897.1_386-1009												
CUST_171_PI426227893	222794733_EZ023121.1_1593-1709												
CUST_1448_PI426227498	222802019_EZ030407.1_132-804												
CUST_310_PI426232940	288950321_GQ501392.1_21-443												
CUST_69_PI426227486	222549920_EZ005833.1_128-229												
CUST_127_PI426226868	222799992_EZ028380.1_35-590												
CUST_26_PI426266363	222783379_EZ012044.1_24-509												
CUST_902_PI426227498	222785316_EZ013950.1_67-516												
CUST_189_PI426266615	Dbs_193_227												
CUST_222_PI426246026	222793662_EZ022050.1_1291-1698												
CUST_6_PI426247723	EZ029226.1												
CUST_3_PI426266427	222789106												
CUST_138_PI426265159	222793640_EZ022028.1_547-792												
CUST_143_PI426232937	AY149146.1												
CUST_27_PI426226978	222794007_EZ022395.1_1311-1703												
CUST_130_PI426266274	222795822_EZ024210.1_305-616												
CUST_39_PI426232940	31505722_AY289697.1_88-912												
CUST_21_PI426245463	222798880_EZ027268.1_25-1626												
CUST_50_PI426227884	222785253_EZ013887.1_212-934												
CUST_697_PI426227498	222783825_EZ012485.1_36-1392												
CUST_437_PI426227486	222795880_EZ024268.1_39-537												
CUST_205_PI426232940	288950278_GQ501349.1_22-471												
CUST_71_PI426227884	222799375_EZ027763.1_175-1152												
CUST_6_PI426265162	222546473_EZ002663.1_686-874												
CUST_13_PI426264530	222549384_EZ005297.1_25-135												
CUST_209_PI426266615	DQ309536_113_147												
CUST_30_PI426266363	222784240_EZ012898.1_1010-1189												
CUST_751_PI426227498	222784364_EZ013022.1_234-398												
CUST_10_PI426266366	222784189_EZ012847.1_297-455												
CUST_33_PI426227881	222783125_EZ011794.1_117-663												
CUST_1430_PI426227498	222801776_EZ030164.1_100-866												
CUST_50_PI426226825	222784955_EZ013589.1_536-1471												
CUST_39_PI426227486	222548299_EZ004212.1_1-141												
CUST_10_PI426264527	222797612_EZ026000.1_103-264												
CUST_324_PI426232940	288956836_GQ502109.1_166-405												
CUST_84_PI426227893	222783284_EZ011951.1_2824-2964												
CUST_403_PI426227486	222791972_EZ020360.1_69-460												
CUST_159_PI426232940	238557185_FJ939571.1_88-543												
CUST_86_PI426227498	222545588_EZ001778.1_62-679												
CUST_1033_PI426227498	222787573_EZ016045.1_1296-1454												
CUST_71_PI426227893	222782842_EZ011513.1_36-887												
CUST_979_PI426227498	222786084_EZ014556.1_157-264												
CUST_84_PI426227495	222796514_EZ024902.1_36-290												
CUST_147_PI426264540	222549985_EZ005898.1_31-207												
CUST_49_PI426266615	Ac_18_111_145												
CUST_1450_PI426227498	222802019_EZ030407.1_132-804												
CUST_131_PI426266317	222788530_EZ017002.1_79-1225												
CUST_477_PI426227486	222800265_EZ028653.1_28-1279												
CUST_36_PI426226825	222785609_EZ014121.1_933-1421												
CUST_269_PI426227498	222550110_EZ006023.1_144-257												
CUST_383_PI426227498	222780092_EZ008763.1_19-669												
CUST_1342_PI426227498	222800230_EZ028618.1_457-582												
CUST_1198_PI426227498	222795487_EZ023875.1_538-666												
CUST_108_PI426264540	222793544_EZ021932.1_190-501												
CUST_106_PI426245467	222785709_EZ014207.1_94-913												
CUST_156_PI426265159	222794957_EZ023345.1_289-727												
CUST_5_PI426246035	222792020_EZ020408.1_658-960												
CUST_127_PI426266271	222785034_EZ013668.1_73-501												
CUST_188_PI426227498	222547135_EZ003048.1_108-239												
CUST_790_PI426227498	222784673_EZ013313.1_32-951												
CUST_151_PI426226825	222781465_EZ010136.1_32-604												
CUST_52_PI426266615	Ac_19_241_276												
CUST_299_PI426227498	222551138_EZ007051.1_59-175												
CUST_22_PI426232931	197091189_EU924267.1_1-1167												
CUST_45_PI426264530	222802277_EZ030665.1_53-298												
CUST_3_PI426265165	222781632												
CUST_64_PI426227890	222802997_EZ031385.1_9-527												
CUST_57_PI426266424	222783589_EZ012252.1_1777-1881												
CUST_141_PI426246026	222546551_EZ002741.1_1550-1687												
CUST_321_PI426266615	MGID_379_167_201												
CUST_178_PI426227486	222782818_EZ011489.1_163-846												
CUST_27_PI426264540	222546061_EZ002251.1_12-200												
CUST_105_PI426264540	222546109_EZ002299.1_93-554												
CUST_36_PI426227896	222783480_EZ012143.1_670-792												
CUST_6_PI426227884	222781550_EZ010221.1_1021-1209												
CUST_75_PI426246026	205321347_AB441311.1_194-298												
CUST_722_PI426227498	222783902_EZ012562.1_623-1376												
CUST_54_PI426245467	222787592_EZ016064.1_44-931												
CUST_72_PI426227486	222550085_EZ005998.1_10-144												
CUST_6_PI426266366	222782973_EZ011643.1_57-401												
CUST_4_PI426266594	75858832_DQ144984.1_56-583												
CUST_75_PI426266349	222781845_EZ010516.1_1212-1517												
CUST_231_PI426227486	222783415_EZ012080.1_88-384												
CUST_292_PI426266615	MGID_235_145_179												
CUST_11_PI426232934	62767032_AY916504.1_495-665												
CUST_132_PI426232940	119654707_EF036595.2_367-1338												
CUST_81_PI426227884	222801530_EZ029918.1_46-933												
CUST_76_PI426266349	222781845_EZ010516.1_21-1154												
CUST_1081_PI426227498	222789249_EZ017681.1_298-1108												
CUST_6_PI426247730	222795201_EZ023589.1_172-543												
CUST_9_PI426265159	222547488_EZ003401.1_109-240												
CUST_40_PI426266366	222790643_EZ019031.1_474-647												
CUST_187_PI426266274	222802978_EZ031366.1_258-692												
CUST_185_PI426226825	222779472_EZ008143.1_101-819												
CUST_510_PI426227498	222781507_EZ010178.1_94-1528												
CUST_156_PI426227893	222788720_EZ017192.1_107-247												
CUST_96_PI426266615	Ac_7_141_175												
CUST_50_PI426246032	222798016_EZ026404.1_34-741												
CUST_144_PI426266615	AY164664_33_67												
CUST_306_PI426232937	FN646423.1												
CUST_6_PI426232940	35210439_AB106682.1_11-727												
CUST_1456_PI426227498	222802720_EZ031108.1_310-486												
CUST_18_PI426244589	222794162_EZ022550.1_418-1518												
CUST_30_PI426227486	222547730_EZ003643.1_11-244												
CUST_36_PI426266349	222546238_EZ002428.1_1011-1235												
CUST_5_PI426247730	222795201_EZ023589.1_172-543												
CUST_93_PI426246026	2827053_AF013738.1_81-356												
CUST_243_PI426227486	222783791_EZ012451.1_8-789												
CUST_14_PI426266366	222784189_EZ012847.1_413-658												
CUST_90_PI426226915	222780726_EZ009397.1_77-391												
CUST_304_PI426232937	FN646423.1												
CUST_310_PI426227486	222785274_EZ013908.1_61-1240												
CUST_8_PI426232937	27372282_AB086878.1_8-877												
CUST_159_PI426264540	222784599_EZ013245.1_676-801												
CUST_19_PI426246029	222784062_EZ012720.1_471-1160												
CUST_299_PI426232940	288950317_GQ501388.1_10-447												
CUST_654_PI426227498	222783263_EZ011932.1_123-802												
CUST_1371_PI426227498	222801063_EZ029451.1_200-1511												
CUST_55_PI426232937	AJ884904.1												
CUST_77_PI426266615	Ac_29_113_147												
CUST_18_PI426267032	133856047_EF133956.1_101-712												
CUST_18_PI426246029	222784062_EZ012720.1_171-440												
CUST_33_PI426265159	222779360_EZ008031.1_115-996												
CUST_29_PI426266363	222784240_EZ012898.1_1010-1189												
CUST_914_PI426227498	222785568_EZ014080.1_39-1112												
CUST_263_PI426232937	FN646412.1												
CUST_431_PI426227498	222781359_EZ010030.1_1467-1577												
CUST_55_PI426227890	222801406_EZ029794.1_35-448												
CUST_1_PI426245463	209867519_EU785981.1_1-1134												
CUST_132_PI426266349	222785618_EZ014130.1_70-899												
CUST_13_PI426266317	222780620_EZ009291.1_56-426												
CUST_155_PI426266317	222799676_EZ028064.1_99-898												
CUST_61_PI426266360	222800253_EZ028641.1_101-1481												
CUST_293_PI426227498	222550671_EZ006584.1_87-230												
CUST_204_PI426264540	222801966_EZ030354.1_34-644												
CUST_1_PI426266427	222789106												
CUST_8_PI426266366	222784189_EZ012847.1_251-412												
CUST_203_PI426266615	DQ309521_129_163												
CUST_54_PI426266271	222781877_EZ010548.1_323-883												
CUST_84_PI426266274	222785006_EZ013640.1_94-937												
CUST_3_PI426232931	168989226_DQ482987.1_38-217												
CUST_297_PI426232937	FN646420.1												
CUST_70_PI426246032	222798016_EZ026404.1_34-932												
CUST_434_PI426227498	222781359_EZ010030.1_18-1577												
CUST_69_PI426266424	222783589_EZ012252.1_743-1000												
CUST_240_PI426227486	222783756_EZ012416.1_45-498												
CUST_65_PI426246032	222788896_EZ017328.1_70-703												
CUST_176_PI426264540	222783868_EZ012528.1_17-539												
CUST_42_PI426246032	222544541_EZ000731.1_1080-1403												
CUST_256_PI426227486	222784020_EZ012678.1_125-649												
CUST_39_PI426266278	222785881_EZ014363.1_5-280												
CUST_33_PI426226903	222784833_EZ013467.1_157-813												
CUST_90_PI426264540	222546763_EZ002953.1_774-1532												
CUST_100_PI426266274	222787202_EZ015674.1_334-807												
CUST_180_PI426226825	222783581_EZ012244.1_48-164												
CUST_33_PI426264527	222800437_EZ028825.1_499-648												
CUST_881_PI426227498	222785286_EZ013920.1_343-1164												
CUST_76_PI426266271	222783472_EZ012135.1_40-435												
CUST_52_PI426245467	222787592_EZ016064.1_44-931												
CUST_41_PI426232940	31505724_AY289698.1_88-912												
CUST_248_PI426266615	Hsp27_cont(B)_113_147												
CUST_38_PI426267032	168989246_DQ483007.1_29-1035												
CUST_276_PI426266615	MGID_12_297_331												
CUST_364_PI426227486	222787783_EZ016255.1_60-1651												
CUST_1_PI426232934	62767032_AY916504.1_1018-1623												
CUST_66_PI426266274	222782421_EZ011092.1_71-537												
CUST_45_PI426266366	222799255_EZ027643.1_13-117												
CUST_256_PI426232940	288950303_GQ501374.1_172-438												
CUST_33_PI426266317	222781277_EZ009948.1_877-1257												
CUST_54_PI426264530	222784674_EZ013314.1_27-568												
CUST_9_PI426246029	222799801_EZ028189.1_99-215												
CUST_48_PI426227486	222548696_EZ004609.1_16-204												
CUST_15_PI426246035	222792020_EZ020408.1_177-960												
CUST_637_PI426227498	222783213_EZ011882.1_28-1191												
CUST_787_PI426227498	222784673_EZ013313.1_32-562												
CUST_30_PI426226868	222785886_EZ014368.1_193-450												
CUST_48_PI426227893	222780128_EZ008799.1_93-260												
CUST_80_PI426227884	222801530_EZ029918.1_46-933												
CUST_145_PI426266271	222786987_EZ015459.1_275-1674												
CUST_276_PI426232940	288950309_GQ501380.1_22-468												
CUST_329_PI426232937	U43532.1												
CUST_1_PI426246029	222551517_EZ007430.1_55-258												
CUST_10_PI426246029	222781866_EZ010537.1_121-495												
CUST_30_PI426232937	AJ884897.1												
CUST_270_PI426227486	222784255_EZ012913.1_82-406												
CUST_202_PI426226825	222784615_EZ013259.1_94-1168												
CUST_96_PI426245467	169245992_EU477290.1_422-553												
CUST_32_PI426244589	222779072_EZ007743.1_1051-1239												
CUST_772_PI426227498	222784433_EZ013087.1_750-878												
CUST_179_PI426227498	222546777_EZ002967.1_601-852												
CUST_23_PI426265162	222784176_EZ012834.1_55-1173												
CUST_3_PI426246032	222797230_EZ025618.1_28-132												
CUST_173_PI426265159	222796763_EZ025151.1_70-756												
CUST_414_PI426227498	222781256_EZ009927.1_22-1405												
CUST_24_PI426266271	222547484_EZ003397.1_97-231												
CUST_91_PI426227893	222783413_EZ012078.1_94-459												
CUST_36_PI426227498	222545000_EZ001190.1_1643-1762												
CUST_23_PI426266615	Ac_1_13_47												
CUST_11_PI426264530	222549384_EZ005297.1_135-239												
CUST_32_PI426266615	Ac_12_125_159												
CUST_23_PI426232931	197091189_EU924267.1_1-1167												
CUST_127_PI426266424	222802484_EZ030872.1_32-589												
CUST_357_PI426227486	222786911_EZ015383.1_79-574												
CUST_375_PI426227498	222779661_EZ008332.1_76-1186												
CUST_69_PI426266274	222782619_EZ011290.1_361-810												
CUST_892_PI426227498	222785303_EZ013937.1_62-229												
CUST_60_PI426266278	222790560_EZ018948.1_259-1483												
CUST_136_PI426266615	AY149139_241_275												
CUST_21_PI426266349	222544985_EZ001175.1_840-1250												
CUST_352_PI426227486	222786712_EZ015184.1_8-1142												
CUST_14_PI426266363	222779537_EZ008208.1_671-997												
CUST_30_PI426232931	303306195_HM147134.1_1689-1991												
CUST_18_PI426247733	222791528_EZ019916.1_14-814												
CUST_99_PI426266349	222783542_EZ012205.1_110-802												
CUST_1000_PI426227498	222786936_EZ015408.1_178-516												
CUST_189_PI426226825	222782249_EZ010920.1_66-943												
CUST_101_PI426266615	AF005356_1785_1819												
CUST_1383_PI426227498	222801142_EZ029530.1_6-677												
CUST_173_PI426264540	222783123_EZ011792.1_480-1225												
CUST_174_PI426266274	222801996_EZ030384.1_1920-2060												
CUST_42_PI426266615	Ac_15_129_163												
CUST_272_PI426227498	222550253_EZ006166.1_94-204												
CUST_23_PI426247730	222801625_EZ030013.1_64-285												
CUST_126_PI426246026	90822885_DQ445807.1_8-304												
CUST_29_PI426267032	168989246_DQ483007.1_919-1035												
CUST_330_PI426232937	U43532.1												
CUST_30_PI426266278	222785014_EZ013648.1_49-339												
CUST_42_PI426226978	222781510_EZ010181.1_647-889												
CUST_144_PI426265159	222793640_EZ022028.1_831-983												
CUST_237_PI426266615	DT622365_50_84												
CUST_189_PI426246026	222783032_EZ011701.1_20-736												
CUST_30_PI426264527	222800437_EZ028825.1_3-341												
CUST_45_PI426244603	15081471_AF401282.1_84-767												
CUST_1332_PI426227498	222799912_EZ028300.1_49-1428												
CUST_60_PI426226825	222781442_EZ010113.1_124-636												
CUST_201_PI426265159	222801996_EZ030384.1_2427-2558												
CUST_66_PI426266349	222548848_EZ004761.1_128-238												
CUST_42_PI426264530	222780605_EZ009276.1_640-1017												
CUST_179_PI426227486	222782818_EZ011489.1_163-846												
CUST_31_PI426264530	222785217_EZ013851.1_361-498												
CUST_2_PI426247727	222551156_EZ007069.1_25-249												
CUST_68_PI426227884	222792350_EZ020738.1_63-1082												
CUST_50_PI426227495	222786780_EZ015252.1_144-791												
CUST_1030_PI426227498	222787406_EZ015878.1_59-397												
CUST_238_PI426232940	288950296_GQ501367.1_22-495												
CUST_81_PI426226868	222795748_EZ024136.1_119-610												
CUST_11_PI426246035	222785876_EZ014358.1_50-232												
CUST_207_PI426227486	222783279_EZ011946.1_90-417												
CUST_15_PI426266594	75858846_DQ144991.1_631-849												
CUST_15_PI426232931	168989229_DQ482990.1_50-928												
CUST_60_PI426227495	222790792_EZ019180.1_268-381												
CUST_104_PI426245467	222784398_EZ013056.1_103-1263												
CUST_3_PI426266572	168989250_DQ483011.1_13-597												
CUST_6_PI426244597	222784057_EZ012715.1_32-313												
CUST_216_PI426232940	288950281_GQ501352.1_22-495												
CUST_159_PI426232937	AY149152.1												
CUST_1246_PI426227498	222796735_EZ025123.1_36-561												
CUST_33_PI426226868	222785886_EZ014368.1_120-293												
CUST_177_PI426226825	222783581_EZ012244.1_125-382												
CUST_341_PI426266615	MGID_68_113_147												
CUST_162_PI426227893	222792472_EZ020860.1_219-899												
CUST_121_PI426226825	222801086_EZ029474.1_140-940												
CUST_24_PI426232940	22087286_AF500014.1_33-572												
CUST_212_PI426266615	DQ309537_121_155												
CUST_734_PI426227498	222784328_EZ012986.1_471-623												
CUST_69_PI426232937	AY149122.1												
CUST_32_PI426266366	222785330_EZ013964.1_239-427												
CUST_21_PI426227881	222546278_EZ002468.1_1802-1918												
CUST_275_PI426227498	222550275_EZ006188.1_42-230												
CUST_123_PI426226825	222801086_EZ029474.1_140-940												
CUST_48_PI426227495	222785840_EZ014322.1_5-214												
CUST_4_PI426266308	222545292_EZ001482.1_50-868												
CUST_136_PI426232940	160430743_EU130573.1_151-1338												
CUST_398_PI426227486	222791261_EZ019649.1_38-1273												
CUST_45_PI426264540	222801966_EZ030354.1_34-321												
CUST_31_PI426227884	222782193_EZ010864.1_55-1020												
CUST_26_PI426232931	303306195_HM147134.1_1511-1711												
CUST_1344_PI426227498	222800587_EZ028975.1_127-1184												
CUST_371_PI426266615	SedC(A6)_129_163												
CUST_432_PI426227498	222781359_EZ010030.1_18-1577												
CUST_344_PI426227486	222785898_EZ014380.1_7-737												
CUST_24_PI426227498	222544830_EZ001020.1_56-241												
CUST_315_PI426266615	MGID_348_17_51												
CUST_48_PI426226868	222799814_EZ028202.1_439-546												
CUST_2_PI426264527	193081165_EU717908.1_232-588												
CUST_15_PI426266267	222799393_EZ027781.1_91-225												
CUST_443_PI426227498	222781404_EZ010075.1_1454-1783												
CUST_775_PI426227498	222784550_EZ013198.1_271-462												
CUST_66_PI426227486	222549603_EZ005516.1_15-227												
CUST_87_PI426265159	222784935_EZ013569.1_32-310												
CUST_71_PI426227498	222545582_EZ001772.1_903-1085												
CUST_65_PI426266311	222796418_EZ024806.1_205-606												
CUST_216_PI426246026	222789184_EZ017616.1_290-475												
CUST_102_PI426266349	222783768_EZ012428.1_129-455												
CUST_69_PI426264540	222783123_EZ011792.1_850-972												
CUST_1_PI426232931	168989226_DQ482987.1_38-217												
CUST_2_PI426226915	AB086826.1												
CUST_31_PI426265162	222788957_EZ017389.1_267-1179												
CUST_192_PI426266615	Dk(C)A2_113_147												
CUST_6_PI426227893	124507317_EF363324.1_205-516												
CUST_13_PI426264527	222549618_EZ005531.1_54-239												
CUST_200_PI426264540	222800597_EZ028985.1_144-1218												
CUST_347_PI426227498	222779076_EZ007747.1_164-1129												
CUST_191_PI426232937	AY149168.1												
CUST_1156_PI426227498	222791541_EZ019929.1_44-578												
CUST_10_PI426246035	222785876_EZ014358.1_50-232												
CUST_1_PI426227893	124507305_EF363320.1_351-617												
CUST_360_PI426227486	222787202_EZ015674.1_334-1375												
CUST_150_PI426266274	222799455_EZ027843.1_860-1009												
CUST_1024_PI426227498	222787221_EZ015693.1_509-613												
CUST_58_PI426266317	222782121_EZ010792.1_345-1193												
CUST_93_PI426227893	222783413_EZ012078.1_94-459												
CUST_29_PI426247730	222801625_EZ030013.1_64-545												
CUST_60_PI426226868	222782207_EZ010878.1_14-313												
CUST_1321_PI426227498	222799817_EZ028205.1_8-115												
CUST_23_PI426244589	222802077_EZ030465.1_111-845												
CUST_394_PI426227498	222780720_EZ009391.1_154-1650												
CUST_81_PI426266317	222782137_EZ010808.1_991-1155												
CUST_365_PI426266615	PU_cope(17B)_133_167												
CUST_392_PI426227498	222780720_EZ009391.1_1426-1650												
CUST_9_PI426226868	222785652_EZ014164.1_87-218												
CUST_42_PI426266271	222551112_EZ007025.1_3-236												
CUST_315_PI426232937	FN646425.1												
CUST_34_PI426266366	222785330_EZ013964.1_27-212												
CUST_198_PI426226825	222783869_EZ012529.1_2-617												
CUST_66_PI426266317	222782121_EZ010792.1_79-393												
CUST_1396_PI426227498	222801268_EZ029656.1_145-1074												
CUST_144_PI426226915	222795405_EZ023793.1_11-442												
CUST_23_PI426232940	22087286_AF500014.1_33-572												
CUST_135_PI426266274	222795822_EZ024210.1_54-194												
CUST_79_PI426266271	222783517_EZ012180.1_342-908												
CUST_207_PI426232937	AY160085.1												
CUST_201_PI426227486	222783092_EZ011761.1_118-318												
CUST_76_PI426266615	Ac_29_113_147												
CUST_21_PI426232931	168989236_DQ482997.1_30-965												
CUST_117_PI426227893	222784675_EZ013315.1_1141-1251												
CUST_303_PI426232937	FN646422.1												
CUST_15_PI426247733	222547206_EZ003119.1_23-241												
CUST_184_PI426265159	222801996_EZ030384.1_1107-1631												
CUST_261_PI426266615	Hsp90(2)3_120_154												
CUST_145_PI426232937	AY149147.1												
CUST_60_PI426227884	222785253_EZ013887.1_858-1058												
CUST_107_PI426227498	222545703_EZ001893.1_7-144												
CUST_389_PI426227486	222790544_EZ018932.1_1-1047												
CUST_274_PI426266615	MGID_12_297_331												
CUST_8_PI426232931	168989227_DQ482988.1_22-357												
CUST_968_PI426227498	222785811_EZ014293.1_64-615												
CUST_1165_PI426227498	222792017_EZ020405.1_1410-1568												
CUST_13_PI426232934	62767032_AY916504.1_689-829												
CUST_96_PI426226915	222781597_EZ010268.1_34-462												
CUST_916_PI426227498	222785568_EZ014080.1_39-1112												
CUST_5_PI426266615	AB048853_131_165												
CUST_155_PI426266615	AY531316_135_169												
CUST_475_PI426227486	222800265_EZ028653.1_28-1279												
CUST_21_PI426266366	222784189_EZ012847.1_55-822												
CUST_96_PI426232940	42600970_AY456112.1_358-522												
CUST_131_PI426266349	222785618_EZ014130.1_70-899												
CUST_119_PI426245467	222802765_EZ031153.1_183-1922												
CUST_84_PI426227498	222545588_EZ001778.1_62-679												
CUST_18_PI426266317	222781277_EZ009948.1_106-222												
CUST_69_PI426226868	222801388_EZ029776.1_114-779												
CUST_495_PI426227486	222802228_EZ030616.1_44-575												
CUST_12_PI426266566	75858826												
CUST_112_PI426245467	222785918_EZ014400.1_19-959												
CUST_65_PI426227498	222545356_EZ001546.1_814-918												
CUST_12_PI426227884	222781550_EZ010221.1_1502-1609												
CUST_63_PI426227486	222549155_EZ005068.1_15-236												
CUST_38_PI426264530	222780605_EZ009276.1_50-178												
CUST_120_PI426232940	168989245_DQ483006.1_64-408												
CUST_47_PI426244589	222544872_EZ001062.1_1837-2877												
CUST_88_PI426265159	222785095_EZ013729.1_220-459												
CUST_111_PI426266274	222791975_EZ020363.1_539-736												
CUST_81_PI426226825	222783901_EZ012561.1_408-536												
CUST_2_PI426244593	222781761_EZ010432.1_1069-1458												
CUST_62_PI426266615	Ac_22_152_186												
CUST_44_PI426227893	222780128_EZ008799.1_341-1054												
CUST_69_PI426227893	222782839_EZ011510.1_74-571												
CUST_36_PI426264527	222792000_EZ020388.1_1-462												
CUST_1285_PI426227498	222798442_EZ026830.1_1411-1602												
CUST_54_PI426226868	222799814_EZ028202.1_161-268												
CUST_120_PI426264540	222546358_EZ002548.1_620-865												
CUST_321_PI426232937	HM156699.1												
CUST_141_PI426265159	222793640_EZ022028.1_710-1177												
CUST_6_PI426266615	AB048853_131_165												
CUST_150_PI426226825	222783869_EZ012529.1_360-617												
CUST_1441_PI426227498	222801892_EZ030280.1_1976-2137												
CUST_30_PI426264530	222815137_EZ043524.1_39-401												
CUST_24_PI426266360	222793958_EZ022346.1_42-724												
CUST_83_PI426227498	222545588_EZ001778.1_219-500												
CUST_45_PI426227486	222548669_EZ004582.1_27-185												
CUST_588_PI426227498	222782781_EZ011452.1_42-611												
CUST_1054_PI426227498	222788425_EZ016897.1_254-562												
CUST_4_PI426266366	222782973_EZ011643.1_57-401												
CUST_275_PI426266615	MGID_12_297_331												
CUST_14_PI426266615	AB106689_129_163												
CUST_18_PI426247730	222793861_EZ022249.1_60-1502												
CUST_88_PI426227495	222799979_EZ028367.1_21-527												
CUST_48_PI426232937	AJ884899.1												
CUST_376_PI426227486	222789319_EZ017751.1_26-445												
CUST_138_PI426246026	222545979_EZ002169.1_326-544												
CUST_97_PI426266274	222787202_EZ015674.1_334-1375												
CUST_146_PI426265159	222793640_EZ022028.1_93-1177												
CUST_99_PI426227498	222545703_EZ001893.1_458-1150												
CUST_243_PI426232940	288950297_GQ501368.1_22-477												
CUST_23_PI426246032	222788896_EZ017328.1_70-642												
CUST_946_PI426227498	222785786_EZ014268.1_130-405												
CUST_14_PI426266267	222799393_EZ027781.1_91-225												
CUST_165_PI426265159	222795540_EZ023928.1_94-570												
CUST_3_PI426226915	AB086826.1												
CUST_45_PI426266349	222546707_EZ002897.1_1728-1874												
CUST_24_PI426265162	222784176_EZ012834.1_55-1173												
CUST_40_PI426266360	222799487_EZ027875.1_2-1048												
CUST_336_PI426227486	222785672_EZ014184.1_37-312												
CUST_530_PI426227498	222782300_EZ010971.1_77-562												
CUST_486_PI426227486	222800876_EZ029264.1_39-1280												
CUST_260_PI426266615	Hsp90(2)3_120_154												
CUST_444_PI426227486	222796549_EZ024937.1_75-323												
CUST_1390_PI426227498	222801142_EZ029530.1_67-171												
CUST_1444_PI426227498	222801892_EZ030280.1_2341-2523												
CUST_56_PI426244603	21303775_AY037766.1_181-946												
CUST_217_PI426266615	DQ309544_111_145												
CUST_314_PI426232937	FN646425.1												
CUST_131_PI426232940	119654707_EF036595.2_367-1338												
CUST_90_PI426266317	222785320_EZ013954.1_416-646												
CUST_650_PI426227498	222783213_EZ011882.1_950-1075												
CUST_15_PI426244597	222784716_EZ013354.1_1908-2018												
CUST_880_PI426227498	222785286_EZ013920.1_107-226												
CUST_123_PI426266424	222794837_EZ023225.1_457-618												
CUST_159_PI426246026	222549494_EZ005407.1_14-241												
CUST_54_PI426246026	205321169_AB441246.1_13-609												
CUST_150_PI426232940	220172162_FJ529539.1_302-931												
CUST_30_PI426266424	222549968_EZ005881.1_36-206												
CUST_28_PI426247733	222796336_EZ024724.1_54-827												
CUST_117_PI426227486	222781443_EZ010114.1_4-1214												
CUST_132_PI426264540	222550469_EZ006382.1_75-248												
CUST_1282_PI426227498	222797925_EZ026313.1_177-299												
CUST_1464_PI426227498	222803129_EZ031517.1_120-1378												
CUST_175_PI426264540	222783868_EZ012528.1_17-539												
CUST_192_PI426227893	222796822_EZ025210.1_862-984												
CUST_279_PI426232937	FN646417.1												
CUST_407_PI426227486	222792706_EZ021094.1_124-1740												
CUST_379_PI426266615	SedC(E9)_105_140												
CUST_22_PI426264540	222546061_EZ002251.1_370-765												
CUST_42_PI426266363	222784240_EZ012898.1_174-689												
CUST_1462_PI426227498	222802841_EZ031229.1_36-197												
CUST_137_PI426226915	222793775_EZ022163.1_175-1266												
CUST_647_PI426227498	222783213_EZ011882.1_829-1191												
CUST_45_PI426265159	222781509_EZ010180.1_111-722												
CUST_297_PI426232940	288950316_GQ501387.1_21-446												
CUST_57_PI426226915	222545700_EZ001890.1_253-582												
CUST_36_PI426227881	222783125_EZ011794.1_298-663												
CUST_20_PI426264530	222549749_EZ005662.1_116-244												
CUST_48_PI426264530	222549384_EZ005297.1_25-239												
CUST_85_PI426226825	222783575_EZ012238.1_71-712												
CUST_30_PI426227495	222784125_EZ012783.1_436-666												
CUST_63_PI426266271	222782518_EZ011189.1_17-133												
CUST_61_PI426265159	222783804_EZ012464.1_66-446												
CUST_25_PI426266349	222545310_EZ001500.1_657-995												
CUST_763_PI426227498	222784389_EZ013047.1_302-1279												
CUST_49_PI426226825	222784955_EZ013589.1_536-1471												
CUST_36_PI426267032	168989246_DQ483007.1_736-840												
CUST_25_PI426232931	303306195_HM147134.1_1511-1711												
CUST_28_PI426232931	303306195_HM147134.1_1689-1991												
CUST_52_PI426264540	222782676_EZ011347.1_32-190												
CUST_6_PI426246035	222792020_EZ020408.1_658-960												
CUST_5_PI426266594	75858832_DQ144984.1_56-583												
