Column	Row	Name	ID	RefNumber	ControlType	GeneName	TopHit	Description	Go	ChromosomalLocation	EntrezGeneID
42	19	222785719_EZ014217.1_32-1766	CUST_110_PI426245467	9011	false		gi|222785719_EZ014217.1_32-1766	Unknown		unmapped	
43	19	Ac_7_141_175	CUST_96_PI426266615	8847	false		Ac_7_141_175	Unknown		unmapped	
44	19	SedC(A6)_129_163	CUST_370_PI426266615	8683	false		SedC(A6)_129_163	Unknown		unmapped	
45	19	NA	NA	8519	ignore	NA		Unknown		Unknown	
46	19	222799814_EZ028202.1_161-845	CUST_125_PI426226868	8355	false		gi|222799814_EZ028202.1_161-845	Unknown		unmapped	
47	19	222546768_EZ002958.1_356-532	CUST_15_PI426266271	8191	false		gi|222546768_EZ002958.1_356-532	Unknown		unmapped	
48	19	222783125_EZ011794.1_117-663	CUST_31_PI426227881	8027	false		gi|222783125_EZ011794.1_117-663	Unknown		unmapped	
49	19	222785286_EZ013920.1_1248-1967	CUST_866_PI426227498	7863	false		gi|222785286_EZ013920.1_1248-1967	Unknown		unmapped	
50	19	222549985_EZ005898.1_31-207	CUST_147_PI426264540	7699	false		gi|222549985_EZ005898.1_31-207	Unknown		unmapped	
51	19	222785173_EZ013807.1_59-895	CUST_104_PI426266349	7535	false		gi|222785173_EZ013807.1_59-895	Unknown		unmapped	
52	19	NA	NA	7371	ignore	NA		Unknown		Unknown	
53	19	222545222_EZ001412.1_874-978	CUST_93_PI426264540	7207	false		gi|222545222_EZ001412.1_874-978	Unknown		unmapped	
54	19	222783868_EZ012528.1_17-463	CUST_151_PI426264540	7043	false		gi|222783868_EZ012528.1_17-463	Unknown		unmapped	
55	19	222793640_EZ022028.1_93-1177	CUST_145_PI426265159	6879	false		gi|222793640_EZ022028.1_93-1177	Unknown		unmapped	
56	19	222783345_EZ012010.1_329-466	CUST_195_PI426246026	6715	false		gi|222783345_EZ012010.1_329-466	Unknown		unmapped	
57	19	222801996_EZ030384.1_2427-2558	CUST_180_PI426266274	6551	false		gi|222801996_EZ030384.1_2427-2558	Unknown		unmapped	
58	19	222787221_EZ015693.1_27-1498	CUST_1016_PI426227498	6387	false		gi|222787221_EZ015693.1_27-1498	Unknown		unmapped	
59	19	222796288_EZ024676.1_201-920	CUST_34_PI426226978	6223	false		gi|222796288_EZ024676.1_201-920	Unknown		unmapped	
60	19	222549852_EZ005765.1_41-247	CUST_14_PI426246029	6059	false		gi|222549852_EZ005765.1_41-247	Unknown		unmapped	
61	19	NA	NA	5895	ignore	NA		Unknown		Unknown	
62	19	222801892_EZ030280.1_509-2523	CUST_1447_PI426227498	5731	false		gi|222801892_EZ030280.1_509-2523	Unknown		unmapped	
63	19	222786780_EZ015252.1_144-791	CUST_49_PI426227495	5567	false		gi|222786780_EZ015252.1_144-791	Unknown		unmapped	
64	19	222799255_EZ027643.1_183-626	CUST_48_PI426266366	5403	false		gi|222799255_EZ027643.1_183-626	Unknown		unmapped	
65	19	222788896_EZ017328.1_70-642	CUST_22_PI426246032	5239	false		gi|222788896_EZ017328.1_70-642	Unknown		unmapped	
66	19	222783949_EZ012607.1_15-329	CUST_253_PI426227486	5075	false		gi|222783949_EZ012607.1_15-329	Unknown		unmapped	
67	19	Dbs_193_227	CUST_189_PI426266615	4911	false		Dbs_193_227	Unknown		unmapped	
68	19	NA	NA	4747	ignore	NA		Unknown		Unknown	
69	19	222798675_EZ027063.1_2-205	CUST_147_PI426226915	4583	false		gi|222798675_EZ027063.1_2-205	Unknown		unmapped	
70	19	222781274_EZ009945.1_554-1369	CUST_41_PI426265159	4419	false		gi|222781274_EZ009945.1_554-1369	Unknown		unmapped	
71	19	222785876_EZ014358.1_50-232	CUST_8_PI426247727	4255	false		gi|222785876_EZ014358.1_50-232	Unknown		unmapped	
72	19	NA	NA	4091	ignore	NA		Unknown		Unknown	
73	19	222545996_EZ002186.1_1001-1168	CUST_60_PI426226915	3927	false		gi|222545996_EZ002186.1_1001-1168	Unknown		unmapped	
74	19	222782207_EZ010878.1_14-1026	CUST_116_PI426226868	3763	false		gi|222782207_EZ010878.1_14-1026	Unknown		unmapped	
75	19	222784752_EZ013388.1_216-830	CUST_78_PI426266424	3599	false		gi|222784752_EZ013388.1_216-830	Unknown		unmapped	
76	19	222778926_EZ007597.1_1-1215	CUST_328_PI426227498	3435	false		gi|222778926_EZ007597.1_1-1215	Unknown		unmapped	
77	19	168989234_DQ482995.1_304-477	CUST_18_PI426232934	3271	false		gi|168989234_DQ482995.1_304-477	Unknown		unmapped	
78	19	222800587_EZ028975.1_127-576	CUST_1346_PI426227498	3107	false		gi|222800587_EZ028975.1_127-576	Unknown		unmapped	
79	19	222791926_EZ020314.1_98-730	CUST_402_PI426227486	2943	false		gi|222791926_EZ020314.1_98-730	Unknown		unmapped	
80	19	222800795_EZ029183.1_466-840	CUST_36_PI426246032	2779	false		gi|222800795_EZ029183.1_466-840	Unknown		unmapped	
81	19	163638893_EU303090.1_7-279	CUST_21_PI426226915	2615	false		gi|163638893_EU303090.1_7-279	Unknown		unmapped	
82	19	222793640_EZ022028.1_710-1177	CUST_141_PI426265159	2451	false		gi|222793640_EZ022028.1_710-1177	Unknown		unmapped	
83	19	222785020_EZ013654.1_280-408	CUST_820_PI426227498	2287	false		gi|222785020_EZ013654.1_280-408	Unknown		unmapped	
84	19	42600968_AY456110.1_159-308	CUST_87_PI426232940	2123	false		gi|42600968_AY456110.1_159-308	Unknown		unmapped	
85	19	DQ309539_169_203	CUST_215_PI426266615	1959	false		DQ309539_169_203	Unknown		unmapped	
86	19	NA	NA	1795	ignore	NA		Unknown		Unknown	
87	19	NA	NA	1631	ignore	NA		Unknown		Unknown	
88	19	MGID_630_113_147	CUST_338_PI426266615	1467	false		MGID_630_113_147	Unknown		unmapped	
89	19	222785330_EZ013964.1_27-212	CUST_34_PI426266366	1303	false		gi|222785330_EZ013964.1_27-212	Unknown		unmapped	
90	19	222792753_EZ021141.1_74-1048	CUST_14_PI426247730	1139	false		gi|222792753_EZ021141.1_74-1048	Unknown		unmapped	
91	19	222784189_EZ012847.1_55-822	CUST_21_PI426266366	975	false		gi|222784189_EZ012847.1_55-822	Unknown		unmapped	
92	19	42760660_AB117306.1_154-492	CUST_12_PI426246026	811	false		gi|42760660_AB117306.1_154-492	Unknown		unmapped	
93	19	MGID_22_113_147	CUST_291_PI426266615	647	false		MGID_22_113_147	Unknown		unmapped	
94	19	222549852_EZ005765.1_41-247	CUST_13_PI426246029	483	false		gi|222549852_EZ005765.1_41-247	Unknown		unmapped	
95	19	222794007_EZ022395.1_22-1703	CUST_50_PI426226978	319	false		gi|222794007_EZ022395.1_22-1703	Unknown		unmapped	
96	19	222815137_EZ043524.1_39-401	CUST_30_PI426264530	155	false		gi|222815137_EZ043524.1_39-401	Unknown		unmapped	
1	20	222783825_EZ012485.1_64-249	CUST_707_PI426227498	15653	false		gi|222783825_EZ012485.1_64-249	Unknown		unmapped	
2	20	266634783_FJ807389.1_55-3079	CUST_5_PI426266572	15489	false		gi|266634783_FJ807389.1_55-3079	Unknown		unmapped	
3	20	222784062_EZ012720.1_471-1160	CUST_19_PI426246029	15325	false		gi|222784062_EZ012720.1_471-1160	Unknown		unmapped	
4	20	288950297_GQ501368.1_22-477	CUST_243_PI426232940	15161	false		gi|288950297_GQ501368.1_22-477	Unknown		unmapped	
5	20	AY149123.1	CUST_84_PI426232937	14997	false		gb|AY149123.1|gi|23986346	Unknown		unmapped	
6	20	222802199_EZ030587.1_438-716	CUST_240_PI426246026	14833	false		gi|222802199_EZ030587.1_438-716	Unknown		unmapped	
7	20	222550908_EZ006821.1_19-132	CUST_18_PI426226978	14669	false		gi|222550908_EZ006821.1_19-132	Unknown		unmapped	
8	20	222550032_EZ005945.1_13-201	CUST_257_PI426227498	14505	false		gi|222550032_EZ005945.1_13-201	Unknown		unmapped	
9	20	168989234_DQ482995.1_304-477	CUST_16_PI426232934	14341	false		gi|168989234_DQ482995.1_304-477	Unknown		unmapped	
10	20	NA	NA	14177	ignore	NA		Unknown		Unknown	
11	20	222801296_EZ029684.1_74-310	CUST_165_PI426266274	14013	false		gi|222801296_EZ029684.1_74-310	Unknown		unmapped	
12	20	222785056_EZ013690.1_128-295	CUST_138_PI426266271	13849	false		gi|222785056_EZ013690.1_128-295	Unknown		unmapped	
13	20	87116472_AB231900.1_58-1340	CUST_6_PI426227955	13685	false		gi|87116472_AB231900.1_58-1340	Unknown		unmapped	
14	20	222786551_EZ015023.1_46-198	CUST_348_PI426227486	13521	false		gi|222786551_EZ015023.1_46-198	Unknown		unmapped	
15	20	189342634_EU534176.1_1036-1236	CUST_90_PI426245467	13357	false		gi|189342634_EU534176.1_1036-1236	Unknown		unmapped	
16	20	222547206_EZ003119.1_23-241	CUST_14_PI426247733	13193	false		gi|222547206_EZ003119.1_23-241	Unknown		unmapped	
17	20	E1A_r60_1	(+)E1A_r60_1	13029	pos	(+)E1A_r60_1		Unknown		Unknown	
18	20	222784189_EZ012847.1_297-455	CUST_12_PI426266366	12865	false		gi|222784189_EZ012847.1_297-455	Unknown		unmapped	
19	20	222801713_EZ030101.1_32-1581	CUST_44_PI426247733	12701	false		gi|222801713_EZ030101.1_32-1581	Unknown		unmapped	
20	20	222546520_EZ002710.1_355-702	CUST_1_PI426266366	12537	false		gi|222546520_EZ002710.1_355-702	Unknown		unmapped	
21	20	222782902_EZ011573.1_154-426	CUST_600_PI426227498	12373	false		gi|222782902_EZ011573.1_154-426	Unknown		unmapped	
22	20	87116470_AB231899.1_92-1341	CUST_1_PI426227955	12209	false		gi|87116470_AB231899.1_92-1341	Unknown		unmapped	
23	20	222782300_EZ010971.1_345-452	CUST_527_PI426227498	12045	false		gi|222782300_EZ010971.1_345-452	Unknown		unmapped	
24	20	222780092_EZ008763.1_19-669	CUST_381_PI426227498	11881	false		gi|222780092_EZ008763.1_19-669	Unknown		unmapped	
25	20	4416239_AF099654.1_586-693	CUST_102_PI426246026	11717	false		gi|4416239_AF099654.1_586-693	Unknown		unmapped	
26	20	AY149123.1	CUST_82_PI426232937	11553	false		gb|AY149123.1|gi|23986346	Unknown		unmapped	
27	20	NA	NA	11389	ignore	NA		Unknown		Unknown	
28	20	222802716_EZ031104.1_202-1450	CUST_205_PI426264540	11225	false		gi|222802716_EZ031104.1_202-1450	Unknown		unmapped	
29	20	222793662_EZ022050.1_1291-1698	CUST_222_PI426246026	11061	false		gi|222793662_EZ022050.1_1291-1698	Unknown		unmapped	
30	20	NA	NA	10897	ignore	NA		Unknown		Unknown	
31	20	288956837_GQ502110.1_1-414	CUST_327_PI426232940	10733	false		gi|288956837_GQ502110.1_1-414	Unknown		unmapped	
32	20	NegativeControl	(-)3xSLv1	10569	neg	(-)3xSLv1		Unknown		Unknown	
33	20	NA	NA	10405	ignore	NA		Unknown		Unknown	
34	20	222548445_EZ004358.1_124-255	CUST_215_PI426227498	10241	false		gi|222548445_EZ004358.1_124-255	Unknown		unmapped	
35	20	75858820	CUST_2_PI426266566	10077	false		gi|75858820	Unknown		unmapped	
36	20	222781404_EZ010075.1_204-1457	CUST_446_PI426227498	9913	false		gi|222781404_EZ010075.1_204-1457	Unknown		unmapped	
37	20	222546088_EZ002278.1_38-520	CUST_67_PI426226915	9749	false		gi|222546088_EZ002278.1_38-520	Unknown		unmapped	
38	20	222782193_EZ010864.1_55-1020	CUST_32_PI426227884	9585	false		gi|222782193_EZ010864.1_55-1020	Unknown		unmapped	
39	20	222781632	CUST_2_PI426265165	9421	false		gi|222781632	Unknown		unmapped	
40	20	Hsp47(500)+3	CUST_397_PI426266615	9257	false		Hsp47(500)+3	Unknown		unmapped	
41	20	222787719_EZ016191.1_239-1586	CUST_362_PI426227486	9093	false		gi|222787719_EZ016191.1_239-1586	Unknown		unmapped	
42	20	NA	NA	8929	ignore	NA		Unknown		Unknown	
43	20	222546138_EZ002328.1_1589-1750	CUST_21_PI426226868	8765	false		gi|222546138_EZ002328.1_1589-1750	Unknown		unmapped	
44	20	222548755_EZ004668.1_80-223	CUST_27_PI426266274	8601	false		gi|222548755_EZ004668.1_80-223	Unknown		unmapped	
45	20	222799255_EZ027643.1_13-117	CUST_44_PI426266366	8437	false		gi|222799255_EZ027643.1_13-117	Unknown		unmapped	
46	20	222801713_EZ030101.1_1420-1581	CUST_12_PI426247733	8273	false		gi|222801713_EZ030101.1_1420-1581	Unknown		unmapped	
47	20	222784955_EZ013589.1_166-1471	CUST_211_PI426226825	8109	false		gi|222784955_EZ013589.1_166-1471	Unknown		unmapped	
48	20	NA	NA	7945	ignore	NA		Unknown		Unknown	
49	20	NA	NA	7781	ignore	NA		Unknown		Unknown	
50	20	222785253_EZ013887.1_8-1080	CUST_52_PI426227884	7617	false		gi|222785253_EZ013887.1_8-1080	Unknown		unmapped	
51	20	222783290_EZ011957.1_100-1292	CUST_210_PI426227486	7453	false		gi|222783290_EZ011957.1_100-1292	Unknown		unmapped	
52	20	222786987_EZ015459.1_933-1412	CUST_153_PI426266271	7289	false		gi|222786987_EZ015459.1_933-1412	Unknown		unmapped	
53	20	AB118425.2	CUST_9_PI426226915	7125	false		dbj|AB118425.2|gi|60391679	Unknown		unmapped	
54	20	Ac_9_161_195	CUST_99_PI426266615	6961	false		Ac_9_161_195	Unknown		unmapped	
55	20	NA	NA	6797	ignore	NA		Unknown		Unknown	
56	20	222784911_EZ013545.1_106-240	CUST_45_PI426266363	6633	false		gi|222784911_EZ013545.1_106-240	Unknown		unmapped	
57	20	NA	NA	6469	ignore	NA		Unknown		Unknown	
58	20	222782000_EZ010671.1_87-1034	CUST_166_PI426246026	6305	false		gi|222782000_EZ010671.1_87-1034	Unknown		unmapped	
59	20	AF323688_1006_1041	CUST_122_PI426266615	6141	false		AF323688_1006_1041	Unknown		unmapped	
60	20	NA	NA	5977	ignore	NA		Unknown		Unknown	
61	20	222784239_EZ012897.1_333-440	CUST_36_PI426227495	5813	false		gi|222784239_EZ012897.1_333-440	Unknown		unmapped	
62	20	222786617_EZ015089.1_1100-1585	CUST_97_PI426266424	5649	false		gi|222786617_EZ015089.1_1100-1585	Unknown		unmapped	
63	20	222787197_EZ015669.1_141-494	CUST_89_PI426266274	5485	false		gi|222787197_EZ015669.1_141-494	Unknown		unmapped	
64	20	222800145_EZ028533.1_87-533	CUST_37_PI426227881	5321	false		gi|222800145_EZ028533.1_87-533	Unknown		unmapped	
65	20	NA	NA	5157	ignore	NA		Unknown		Unknown	
66	20	NA	NA	4993	ignore	NA		Unknown		Unknown	
67	20	222782818_EZ011489.1_163-846	CUST_179_PI426227486	4829	false		gi|222782818_EZ011489.1_163-846	Unknown		unmapped	
68	20	222550922_EZ006835.1_46-249	CUST_90_PI426227486	4665	false		gi|222550922_EZ006835.1_46-249	Unknown		unmapped	
69	20	222790172_EZ018566.1_59-819	CUST_1100_PI426227498	4501	false		gi|222790172_EZ018566.1_59-819	Unknown		unmapped	
70	20	222785904_EZ014386.1_24-512	CUST_139_PI426227893	4337	false		gi|222785904_EZ014386.1_24-512	Unknown		unmapped	
71	20	222782602_EZ011273.1_1246-1362	CUST_171_PI426246026	4173	false		gi|222782602_EZ011273.1_1246-1362	Unknown		unmapped	
72	20	222801086_EZ029474.1_140-1724	CUST_217_PI426226825	4009	false		gi|222801086_EZ029474.1_140-1724	Unknown		unmapped	
73	20	222544907_EZ001097.1_148-543	CUST_27_PI426227498	3845	false		gi|222544907_EZ001097.1_148-543	Unknown		unmapped	
74	20	222545703_EZ001893.1_208-324	CUST_95_PI426227498	3681	false		gi|222545703_EZ001893.1_208-324	Unknown		unmapped	
75	20	NA	NA	3517	ignore	NA		Unknown		Unknown	
76	20	NA	NA	3353	ignore	NA		Unknown		Unknown	
77	20	222784033_EZ012691.1_318-422	CUST_18_PI426266278	3189	false		gi|222784033_EZ012691.1_318-422	Unknown		unmapped	
78	20	222784087_EZ012745.1_67-1629	CUST_259_PI426227486	3025	false		gi|222784087_EZ012745.1_67-1629	Unknown		unmapped	
79	20	222784158_EZ012816.1_17-232	CUST_69_PI426265159	2861	false		gi|222784158_EZ012816.1_17-232	Unknown		unmapped	
80	20	222784835_EZ013469.1_168-992	CUST_28_PI426266366	2697	false		gi|222784835_EZ013469.1_168-992	Unknown		unmapped	
81	20	NA	NA	2533	ignore	NA		Unknown		Unknown	
82	20	222788032_EZ016504.1_512-943	CUST_129_PI426264540	2369	false		gi|222788032_EZ016504.1_512-943	Unknown		unmapped	
83	20	220172162_FJ529539.1_302-931	CUST_150_PI426232940	2205	false		gi|220172162_FJ529539.1_302-931	Unknown		unmapped	
84	20	222782105_EZ010776.1_172-324	CUST_138_PI426227486	2041	false		gi|222782105_EZ010776.1_172-324	Unknown		unmapped	
85	20	NA	NA	1877	ignore	NA		Unknown		Unknown	
86	20	288956836_GQ502109.1_166-405	CUST_324_PI426232940	1713	false		gi|288956836_GQ502109.1_166-405	Unknown		unmapped	
87	20	222790385_EZ018773.1_1314-2633	CUST_1107_PI426227498	1549	false		gi|222790385_EZ018773.1_1314-2633	Unknown		unmapped	
88	20	222783472_EZ012135.1_40-435	CUST_76_PI426266271	1385	false		gi|222783472_EZ012135.1_40-435	Unknown		unmapped	
89	20	170296846_EU374240.1_69-182	CUST_135_PI426246026	1221	false		gi|170296846_EU374240.1_69-182	Unknown		unmapped	
90	20	222784240_EZ012898.1_1111-1290	CUST_31_PI426266363	1057	false		gi|222784240_EZ012898.1_1111-1290	Unknown		unmapped	
91	20	222546520_EZ002710.1_355-702	CUST_2_PI426266363	893	false		gi|222546520_EZ002710.1_355-702	Unknown		unmapped	
92	20	222547239_EZ003152.1_2-220	CUST_197_PI426227498	729	false		gi|222547239_EZ003152.1_2-220	Unknown		unmapped	
93	20	222784615_EZ013259.1_94-1168	CUST_203_PI426226825	565	false		gi|222784615_EZ013259.1_94-1168	Unknown		unmapped	
94	20	222788014_EZ016486.1_194-515	CUST_184_PI426264540	401	false		gi|222788014_EZ016486.1_194-515	Unknown		unmapped	
95	20	222785286_EZ013920.1_107-2264	CUST_875_PI426227498	237	false		gi|222785286_EZ013920.1_107-2264	Unknown		unmapped	
96	20	AJ884909.1	CUST_63_PI426232937	73	false		emb|AJ884909.1|gi|87158424	Unknown		unmapped	
1	21	222784098_EZ012756.1_161-715	CUST_263_PI426227486	15734	false		gi|222784098_EZ012756.1_161-715	Unknown		unmapped	
2	21	Hsp47(500)+3	CUST_398_PI426266615	15570	false		Hsp47(500)+3	Unknown		unmapped	
3	21	222800145_EZ028533.1_87-533	CUST_37_PI426227881	15406	false		gi|222800145_EZ028533.1_87-533	Unknown		unmapped	
4	21	E1A_r60_a107	(+)E1A_r60_a107	15242	pos	(+)E1A_r60_a107		Unknown		Unknown	
5	21	222791972_EZ020360.1_69-460	CUST_405_PI426227486	15078	false		gi|222791972_EZ020360.1_69-460	Unknown		unmapped	
6	21	222796288_EZ024676.1_201-920	CUST_36_PI426226978	14914	false		gi|222796288_EZ024676.1_201-920	Unknown		unmapped	
7	21	222781461_EZ010132.1_140-790	CUST_28_PI426226825	14750	false		gi|222781461_EZ010132.1_140-790	Unknown		unmapped	
8	21	NA	NA	14586	ignore	NA		Unknown		Unknown	
9	21	15081471_AF401282.1_84-969	CUST_61_PI426244603	14422	false		gi|15081471_AF401282.1_84-969	Unknown		unmapped	
10	21	AY149131.1	CUST_117_PI426232937	14258	false		gb|AY149131.1|gi|23986391	Unknown		unmapped	
11	21	222802019_EZ030407.1_132-804	CUST_1450_PI426227498	14094	false		gi|222802019_EZ030407.1_132-804	Unknown		unmapped	
12	21	31505730_AY289701.1_265-915	CUST_48_PI426232940	13930	false		gi|31505730_AY289701.1_265-915	Unknown		unmapped	
13	21	222800344_EZ028732.1_139-447	CUST_480_PI426227486	13766	false		gi|222800344_EZ028732.1_139-447	Unknown		unmapped	
14	21	222791089_EZ019477.1_30-581	CUST_1132_PI426227498	13602	false		gi|222791089_EZ019477.1_30-581	Unknown		unmapped	
15	21	303306195_HM147134.1_1689-1991	CUST_30_PI426232931	13438	false		gi|303306195_HM147134.1_1689-1991	Unknown		unmapped	
16	21	Ac_16_101_135	CUST_43_PI426266615	13274	false		Ac_16_101_135	Unknown		unmapped	
17	21	222791261_EZ019649.1_38-1273	CUST_397_PI426227486	13110	false		gi|222791261_EZ019649.1_38-1273	Unknown		unmapped	
18	21	222791358_EZ019746.1_221-1492	CUST_130_PI426226825	12946	false		gi|222791358_EZ019746.1_221-1492	Unknown		unmapped	
19	21	222801296_EZ029684.1_74-1410	CUST_58_PI426227896	12782	false		gi|222801296_EZ029684.1_74-1410	Unknown		unmapped	
20	21	NA	NA	12618	ignore	NA		Unknown		Unknown	
21	21	222545986_EZ002176.1_158-409	CUST_30_PI426266349	12454	false		gi|222545986_EZ002176.1_158-409	Unknown		unmapped	
22	21	222802716_EZ031104.1_202-1450	CUST_205_PI426264540	12290	false		gi|222802716_EZ031104.1_202-1450	Unknown		unmapped	
23	21	SedC(A6)_129_163	CUST_370_PI426266615	12126	false		SedC(A6)_129_163	Unknown		unmapped	
24	21	168989246_DQ483007.1_29-1035	CUST_38_PI426267032	11962	false		gi|168989246_DQ483007.1_29-1035	Unknown		unmapped	
25	21	288950324_GQ501395.1_22-444	CUST_316_PI426232940	11798	false		gi|288950324_GQ501395.1_22-444	Unknown		unmapped	
26	21	222802997_EZ031385.1_9-527	CUST_64_PI426227890	11634	false		gi|222802997_EZ031385.1_9-527	Unknown		unmapped	
27	21	222793958_EZ022346.1_42-724	CUST_23_PI426266360	11470	false		gi|222793958_EZ022346.1_42-724	Unknown		unmapped	
28	21	222784189_EZ012847.1_413-658	CUST_14_PI426266366	11306	false		gi|222784189_EZ012847.1_413-658	Unknown		unmapped	
29	21	222786987_EZ015459.1_275-1674	CUST_146_PI426266271	11142	false		gi|222786987_EZ015459.1_275-1674	Unknown		unmapped	
30	21	222781404_EZ010075.1_64-1783	CUST_447_PI426227498	10978	false		gi|222781404_EZ010075.1_64-1783	Unknown		unmapped	
31	21	222783868_EZ012528.1_17-539	CUST_177_PI426264540	10814	false		gi|222783868_EZ012528.1_17-539	Unknown		unmapped	
32	21	222779076_EZ007747.1_43-1498	CUST_352_PI426227498	10650	false		gi|222779076_EZ007747.1_43-1498	Unknown		unmapped	
33	21	222795730_EZ024118.1_12-377	CUST_168_PI426265159	10486	false		gi|222795730_EZ024118.1_12-377	Unknown		unmapped	
34	21	222798016_EZ026404.1_34-741	CUST_51_PI426246032	10322	false		gi|222798016_EZ026404.1_34-741	Unknown		unmapped	
35	21	NA	NA	10158	ignore	NA		Unknown		Unknown	
36	21	303306195_HM147134.1_58-1680	CUST_33_PI426232931	9994	false		gi|303306195_HM147134.1_58-1680	Unknown		unmapped	
37	21	AF285166_2534_2568	CUST_116_PI426266615	9830	false		AF285166_2534_2568	Unknown		unmapped	
38	21	288950314_GQ501385.1_13-465	CUST_291_PI426232940	9666	false		gi|288950314_GQ501385.1_13-465	Unknown		unmapped	
39	21	Ac_22_152_186	CUST_63_PI426266615	9502	false		Ac_22_152_186	Unknown		unmapped	
40	21	NA	NA	9338	ignore	NA		Unknown		Unknown	
41	21	222789319_EZ017751.1_26-445	CUST_376_PI426227486	9174	false		gi|222789319_EZ017751.1_26-445	Unknown		unmapped	
42	21	222783542_EZ012205.1_103-459	CUST_96_PI426266349	9010	false		gi|222783542_EZ012205.1_103-459	Unknown		unmapped	
43	21	NA	NA	8846	ignore	NA		Unknown		Unknown	
44	21	222544985_EZ001175.1_1195-1383	CUST_15_PI426266349	8682	false		gi|222544985_EZ001175.1_1195-1383	Unknown		unmapped	
45	21	222792994_EZ021382.1_43-1187	CUST_40_PI426247733	8518	false		gi|222792994_EZ021382.1_43-1187	Unknown		unmapped	
46	21	222782417_EZ011088.1_96-305	CUST_12_PI426227495	8354	false		gi|222782417_EZ011088.1_96-305	Unknown		unmapped	
47	21	222791603_EZ019991.1_976-1110	CUST_108_PI426265159	8190	false		gi|222791603_EZ019991.1_976-1110	Unknown		unmapped	
48	21	NA	NA	8026	ignore	NA		Unknown		Unknown	
49	21	222800597_EZ028985.1_144-764	CUST_79_PI426264540	7862	false		gi|222800597_EZ028985.1_144-764	Unknown		unmapped	
50	21	222798364_EZ026752.1_6-1264	CUST_460_PI426227486	7698	false		gi|222798364_EZ026752.1_6-1264	Unknown		unmapped	
51	21	222785663_EZ014175.1_10-1280	CUST_332_PI426227486	7534	false		gi|222785663_EZ014175.1_10-1280	Unknown		unmapped	
52	21	222550773_EZ006686.1_27-263	CUST_22_PI426264527	7370	false		gi|222550773_EZ006686.1_27-263	Unknown		unmapped	
53	21	NA	NA	7206	ignore	NA		Unknown		Unknown	
54	21	6088075_AB033195.1_39-647	CUST_2_PI426266267	7042	false		gi|6088075_AB033195.1_39-647	Unknown		unmapped	
55	21	222784062_EZ012720.1_1178-1669	CUST_24_PI426246029	6878	false		gi|222784062_EZ012720.1_1178-1669	Unknown		unmapped	
56	21	222546238_EZ002428.1_1011-1235	CUST_36_PI426266349	6714	false		gi|222546238_EZ002428.1_1011-1235	Unknown		unmapped	
57	21	117937764_EF036594.1_58-1338	CUST_127_PI426232940	6550	false		gi|117937764_EF036594.1_58-1338	Unknown		unmapped	
58	21	222791339_EZ019727.1_132-1274	CUST_1141_PI426227498	6386	false		gi|222791339_EZ019727.1_132-1274	Unknown		unmapped	
59	21	222784251_EZ012909.1_17-583	CUST_70_PI426265159	6222	false		gi|222784251_EZ012909.1_17-583	Unknown		unmapped	
60	21	NA	NA	6058	ignore	NA		Unknown		Unknown	
61	21	75858838_DQ144987.1_1-804	CUST_9_PI426266594	5894	false		gi|75858838_DQ144987.1_1-804	Unknown		unmapped	
62	21	51593129_AY646073.1_1-699	CUST_28_PI426244603	5730	false		gi|51593129_AY646073.1_1-699	Unknown		unmapped	
63	21	222782302_EZ010973.1_136-832	CUST_536_PI426227498	5566	false		gi|222782302_EZ010973.1_136-832	Unknown		unmapped	
64	21	NA	NA	5402	ignore	NA		Unknown		Unknown	
65	21	222546278_EZ002468.1_1802-1918	CUST_21_PI426227881	5238	false		gi|222546278_EZ002468.1_1802-1918	Unknown		unmapped	
66	21	222795160_EZ023548.1_455-583	CUST_432_PI426227486	5074	false		gi|222795160_EZ023548.1_455-583	Unknown		unmapped	
67	21	222545986_EZ002176.1_158-409	CUST_30_PI426266349	4910	false		gi|222545986_EZ002176.1_158-409	Unknown		unmapped	
68	21	Ac_10_137_171	CUST_26_PI426266615	4746	false		Ac_10_137_171	Unknown		unmapped	
69	21	222795179_EZ023567.1_163-624	CUST_33_PI426266360	4582	false		gi|222795179_EZ023567.1_163-624	Unknown		unmapped	
70	21	133856043_EF133954.1_75-686	CUST_10_PI426267032	4418	false		gi|133856043_EF133954.1_75-686	Unknown		unmapped	
71	21	222546520_EZ002710.1_355-702	CUST_2_PI426266363	4254	false		gi|222546520_EZ002710.1_355-702	Unknown		unmapped	
72	21	222790560_EZ018948.1_259-1041	CUST_57_PI426266278	4090	false		gi|222790560_EZ018948.1_259-1041	Unknown		unmapped	
73	21	NA	NA	3926	ignore	NA		Unknown		Unknown	
74	21	NA	NA	3762	ignore	NA		Unknown		Unknown	
75	21	222546061_EZ002251.1_12-200	CUST_27_PI426264540	3598	false		gi|222546061_EZ002251.1_12-200	Unknown		unmapped	
76	21	222551517_EZ007430.1_55-258	CUST_2_PI426246029	3434	false		gi|222551517_EZ007430.1_55-258	Unknown		unmapped	
77	21	288950323_GQ501394.1_22-495	CUST_315_PI426232940	3270	false		gi|288950323_GQ501394.1_22-495	Unknown		unmapped	
78	21	222783038_EZ011707.1_7-450	CUST_22_PI426245467	3106	false		gi|222783038_EZ011707.1_7-450	Unknown		unmapped	
